case,n,metric,method,steps,group,repeats,initial_value,final_value,accepted,final_box_hash,final_histogram,kernel_us_per_step,repeat_q1_us,repeat_q3_us,context_ms,init_ms,kernel_ms,total_ms
random_n06_00,6,min,proposed,5699,random,5,4,4,0,2764653582592120883,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.43624372696964375,0.42207334620108794,0.46635936129145467,0.008089,0.001614,2.486153,2.495795
random_n06_00,6,spectrum,peigen,4096,random,5,314,314,0,8149711948052975845,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.57623876953125,0.570040283203125,0.585589111328125,0.007909,0.00434,2.360274,2.372432
random_n06_00,6,spectrum,proposed,4096,random,5,314,314,0,8149711948052975845,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.30120361328125,0.24213916015625,0.34672412109375,0.007908,0.003829,1.23373,1.257394
random_n06_01,6,max,peigen,17536,random,5,5,5,0,9890737431341037969,"[0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.11399161724452554,0.11359625912408759,0.12642860401459854,0.016337,0.006706,1.998957,2.022
random_n06_01,6,max,proposed,17536,random,5,5,5,0,9890737431341037969,"[0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.058376767791970804,0.058066434762773726,0.06465379790145985,0.007908,0.003238,1.023695,1.034651
random_n06_01,6,min,peigen,5699,random,5,4,4,0,12685888555283180917,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.22112335497455696,0.2205639585892262,0.22266555536058957,0.009742,0.001934,1.260182,1.270355
random_n06_01,6,min,proposed,5699,random,5,4,4,0,12685888555283180917,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.4368927882084576,0.4263418143533953,0.4443849798210212,0.016568,0.002577,2.489852,2.509197
random_n06_01,6,spectrum,peigen,4096,random,5,314,314,0,15162453824697655261,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.575186279296875,0.5731650390625,0.57596435546875,0.007898,0.006275,2.355963,2.370756
random_n06_01,6,spectrum,proposed,4096,random,5,314,314,0,15162453824697655261,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.279089599609375,0.255113525390625,0.317728515625,0.015937,0.007256,1.143151,1.167096
random_n06_02,6,max,peigen,17536,random,5,5,5,0,6143009713771956613,"[0, 0, 0, 0, 3, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.11492050638686133,0.11308565237226277,0.1169535241788321,0.008048,0.005432,2.015246,2.029579
random_n06_02,6,max,proposed,17536,random,5,5,5,0,6143009713771956613,"[0, 0, 0, 0, 3, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.07257977874087591,0.06102942518248175,0.0729616788321168,0.016107,0.006074,1.272759,1.295141
random_n06_02,6,min,peigen,5699,random,5,4,4,0,15622550873995475277,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.18366344972802248,0.18266081768731357,0.23570486050184244,0.009973,0.002817,1.046698,1.058907
random_n06_02,6,min,proposed,5699,random,5,4,4,0,15622550873995475277,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.4437253904193718,0.43573012809264783,0.4515925600982629,0.016418,0.002797,2.528791,2.5627
random_n06_02,6,spectrum,peigen,4096,random,5,314,314,0,13374552692593671707,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.58177392578125,0.581587646484375,0.582470947265625,0.007839,0.004219,2.382946,2.395794
random_n06_02,6,spectrum,proposed,4096,random,5,314,314,0,13374552692593671707,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.3006875,0.238952880859375,0.32810400390625,0.016148,0.006585,1.231616,1.254409
random_n06_03,6,max,peigen,17536,random,5,5,5,0,15813160558979916471,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.13408148950729926,0.11827275319343065,0.1461794593978102,0.016157,0.011096,2.351253,2.379398
random_n06_03,6,max,proposed,17536,random,5,5,5,0,15813160558979916471,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.056933508211678835,0.056927178375912414,0.05921242016423358,0.007858,0.003108,0.998386,1.009311
random_n06_03,6,min,peigen,5699,random,5,4,4,0,10104285494690540065,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.1889187576767854,0.18369696437971575,0.20994297245130725,0.009772,0.003407,1.076648,1.089758
random_n06_03,6,min,proposed,5699,random,5,4,4,0,10104285494690540065,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.4291579224425338,0.424709773644499,0.47164063870854533,0.016648,0.002536,2.445771,2.464955
random_n06_03,6,spectrum,peigen,4096,random,5,314,314,0,8291753145038023825,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.60131103515625,0.57626318359375,0.629949462890625,0.016107,0.007958,2.46297,2.487486
random_n06_03,6,spectrum,proposed,4096,random,5,314,314,0,8291753145038023825,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.23466796875,0.234141845703125,0.235761962890625,0.007778,0.003478,0.9612,0.972456
random_n06_04,6,max,peigen,17536,random,5,5,5,0,8775829560670879787,"[0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.11491018476277372,0.11479356751824818,0.11949475364963504,0.015976,0.006506,2.015065,2.042458
random_n06_04,6,max,proposed,17536,random,5,5,5,0,8775829560670879787,"[0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.05777834169708029,0.05777201186131387,0.05785606751824818,0.007878,0.003017,1.013201,1.025429
random_n06_04,6,min,peigen,5699,random,5,4,4,0,12276722482484465135,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.23400772065274608,0.18068047025793998,0.2644151605544832,0.016628,0.002866,1.33361,1.353977
random_n06_04,6,min,proposed,5699,random,5,4,4,0,12276722482484465135,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.42828531321284435,0.42474153360238637,0.4293914721881032,0.008209,0.001695,2.440798,2.450761
random_n06_04,6,spectrum,peigen,4096,random,5,314,314,0,6229054297602768085,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.641121826171875,0.61883642578125,0.67239794921875,0.016267,0.011898,2.626035,2.6542
random_n06_04,6,spectrum,proposed,4096,random,5,314,314,0,6229054297602768085,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.243474853515625,0.2422490234375,0.28052587890625,0.016208,0.003759,0.997273,1.01746
random_n06_05,6,max,peigen,17536,random,5,5,5,0,6279626704008078741,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.11359722855839416,0.11330816605839417,0.11487306113138686,0.007718,0.005674,1.992041,2.005412
random_n06_05,6,max,proposed,17536,random,5,5,5,0,6279626704008078741,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.05777429288321168,0.05762403056569343,0.07689473083941606,0.00851,0.003448,1.01313,1.024567
random_n06_05,6,min,peigen,5699,random,5,5,5,0,2535633982822509301,"[0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.1811449377083699,0.18085295665906298,0.18592349535006142,0.008219,0.004481,1.032345,1.044874
random_n06_05,6,min,proposed,5699,random,5,5,5,0,2535633982822509301,"[0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.4193826987190735,0.41824460431654675,0.41957448675206177,0.008088,0.001554,2.390062,2.399864
random_n06_05,6,spectrum,peigen,4096,random,5,315,315,0,8130036438655894677,"[0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.578306396484375,0.577185791015625,0.653849365234375,0.008169,0.006405,2.368743,2.381142
random_n06_05,6,spectrum,proposed,4096,random,5,315,315,0,8130036438655894677,"[0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.2846640625,0.252815673828125,0.318343017578125,0.016318,0.007016,1.165984,1.189518
random_n06_06,6,max,peigen,17536,random,5,5,5,0,3406722784925412283,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.1161591583029197,0.11366132527372262,0.12660566833941606,0.016117,0.006325,2.036967,2.059409
random_n06_06,6,max,proposed,17536,random,5,5,5,0,3406722784925412283,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.057067860401459856,0.05703301779197081,0.05728393020072993,0.008009,0.003308,1.000742,1.011477
random_n06_06,6,min,peigen,5699,random,5,5,5,0,3535044076460954499,"[0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.22552728548868223,0.18070696613440956,0.23757290752763643,0.016518,0.003739,1.28528,1.304915
random_n06_06,6,min,proposed,5699,random,5,5,5,0,3535044076460954499,"[0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.4255418494472714,0.42183260221091423,0.4257968064572732,0.008029,0.001394,2.425163,2.434786
random_n06_06,6,spectrum,peigen,4096,random,5,315,314,0,1045279452178621901,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.58595068359375,0.584088623046875,0.594747802734375,0.007848,0.006124,2.400054,2.413996
random_n06_06,6,spectrum,proposed,4096,random,5,315,314,0,1045279452178621901,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.234494140625,0.232140380859375,0.23908251953125,0.007938,0.003478,0.960488,0.972045
random_n06_07,6,max,peigen,17536,random,5,5,5,0,1967206448753359397,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.11203740875912409,0.11171795164233576,0.1281227189781022,0.008419,0.006204,1.964688,1.979071
random_n06_07,6,max,proposed,17536,random,5,5,5,0,1967206448753359397,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.05743710082116788,0.05733827554744526,0.05744394388686131,0.007999,0.003177,1.007217,1.018373
random_n06_07,6,min,peigen,5699,random,5,4,4,0,10328983984709780499,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.2569649061238814,0.18720407088962976,0.26675785225478155,0.016538,0.003078,1.464443,1.483858
random_n06_07,6,min,proposed,5699,random,5,4,4,0,10328983984709780499,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.4260024565713283,0.4255102649587647,0.4562565362344271,0.010474,0.001714,2.427788,2.43748
random_n06_07,6,spectrum,peigen,4096,random,5,314,314,0,8981745683081224645,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5726044921875,0.572467529296875,0.576902099609375,0.008069,0.00404,2.345388,2.357215
random_n06_07,6,spectrum,proposed,4096,random,5,314,314,0,8981745683081224645,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.239966064453125,0.2398193359375,0.25137158203125,0.007938,0.003488,0.982901,0.994187
random_n06_08,6,max,peigen,17536,random,5,5,5,0,6558496834786501535,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.11673414689781023,0.1155389484489051,0.12896806569343064,0.007868,0.006145,2.04705,2.058186
random_n06_08,6,max,proposed,17536,random,5,5,5,0,6558496834786501535,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.05691987910583941,0.05683462591240876,0.057164461678832115,0.007838,0.003037,0.998147,1.009203
random_n06_08,6,min,peigen,5699,random,5,5,5,0,1731207390879085339,"[0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.1789975434286717,0.17865274609580628,0.19268941919635024,0.008139,0.003798,1.020107,1.030441
random_n06_08,6,min,proposed,5699,random,5,5,5,0,1731207390879085339,"[0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.4398652395157045,0.4285246534479733,0.4538243551500263,0.016368,0.002596,2.506792,2.526307
random_n06_08,6,spectrum,peigen,4096,random,5,315,314,0,16740736141073700531,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.58238818359375,0.581624267578125,0.58577197265625,0.008118,0.006655,2.385462,2.399435
random_n06_08,6,spectrum,proposed,4096,random,5,315,314,0,16740736141073700531,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.23926611328125,0.230163330078125,0.333262451171875,0.015776,0.007057,0.980034,1.003227
random_n06_09,6,max,peigen,17536,random,5,5,5,0,17847043733727944485,"[0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.11561553375912409,0.11408034899635036,0.1264183394160584,0.008038,0.006043,2.027434,2.041146
random_n06_09,6,max,proposed,17536,random,5,5,5,0,17847043733727944485,"[0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.05684836906934306,0.05672490875912409,0.07188423813868614,0.009442,0.003228,0.996893,1.009161
random_n06_09,6,min,peigen,5699,random,5,4,4,0,8946816439959645945,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.20184892086330936,0.19550342165292156,0.22295788734865765,0.016518,0.003057,1.150337,1.169571
random_n06_09,6,min,proposed,5699,random,5,4,4,0,8946816439959645945,"[0, 0, 0, 0, 1, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.43523284786804706,0.43105579926302856,0.45847271451131777,0.016558,0.002606,2.480392,2.500037
random_n06_09,6,spectrum,peigen,4096,random,5,314,315,0,10288925272192615815,"[0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.630680908203125,0.5720615234375,0.647981689453125,0.015907,0.007688,2.583269,2.607685
random_n06_09,6,spectrum,proposed,4096,random,5,314,315,0,10288925272192615815,"[0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.236175537109375,0.23611181640625,0.252465576171875,0.008158,0.003829,0.967375,0.979362
random_n07_00,7,max,peigen,10240,random,5,6,6,0,1130050259678165671,"[0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5414171875,0.53788994140625,0.59206904296875,0.010594,0.004641,5.544112,5.559026
random_n07_00,7,max,proposed,10240,random,5,6,6,0,1130050259678165671,"[0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.09017910156249999,0.0765244140625,0.10585400390625,0.021199,0.003528,0.923434,0.949103
random_n07_00,7,min,peigen,768,random,5,5,5,0,12118982100595556027,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.3957760416666667,1.3207213541666667,1.5270052083333332,0.017772,0.011136,1.071956,1.101254
random_n07_00,7,min,proposed,768,random,5,5,5,0,12118982100595556027,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.9652890625,0.9484283854166666,1.4515703125,0.00873,0.004421,0.741342,0.754493
random_n07_00,7,spectrum,peigen,1408,random,5,761,762,0,16409048143984531277,"[0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.9821931818181817,1.979125,2.030122159090909,0.010745,0.006826,2.790928,2.808087
random_n07_00,7,spectrum,proposed,1408,random,5,761,762,0,16409048143984531277,"[0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5321732954545455,0.5276889204545455,0.6381647727272728,0.010894,0.003177,0.7493,0.763022
random_n07_01,7,max,peigen,10240,random,5,6,6,0,16295324533905588019,"[0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.54433349609375,0.5440547851562499,0.54527216796875,0.010715,0.0048,5.573975,5.597038
random_n07_01,7,max,proposed,10240,random,5,6,6,0,16295324533905588019,"[0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.11107783203125,0.08075185546875,0.119367578125,0.02171,0.003608,1.137437,1.163397
random_n07_01,7,min,peigen,768,random,5,5,5,0,11774944444829187485,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.5310234375,1.3050846354166667,1.5459140625,0.018162,0.010324,1.175826,1.208001
random_n07_01,7,min,proposed,768,random,5,5,5,0,11774944444829187485,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.348859375,1.0080442708333335,1.49876171875,0.018012,0.008309,1.035924,1.062255
random_n07_01,7,spectrum,peigen,1408,random,5,761,761,0,16325695295458866087,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.9934474431818183,1.989674715909091,2.117932528409091,0.012138,0.006475,2.806774,2.824004
random_n07_01,7,spectrum,proposed,1408,random,5,761,761,0,16325695295458866087,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5307933238636364,0.5302386363636363,0.5363096590909091,0.010645,0.003047,0.747357,0.761309
random_n07_02,7,max,peigen,10240,random,5,6,6,0,6176892992790245491,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.57298369140625,0.53927412109375,0.58037783203125,0.02171,0.005453,5.867353,5.894576
random_n07_02,7,max,proposed,10240,random,5,6,6,0,6176892992790245491,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.07912705078125,0.07897353515625,0.0792083984375,0.011387,0.001764,0.810261,0.823192
random_n07_02,7,min,peigen,768,random,5,5,5,0,11150718532557585729,"[0, 0, 0, 0, 0, 3, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.3270364583333332,1.3242044270833333,1.3293841145833332,0.0087,0.005072,1.019164,1.032866
random_n07_02,7,min,proposed,768,random,5,5,5,0,11150718532557585729,"[0, 0, 0, 0, 0, 3, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.9510390625,0.9505807291666666,0.9540911458333333,0.00874,0.00414,0.730398,0.743267
random_n07_02,7,spectrum,peigen,1408,random,5,759,761,0,17772149033700507985,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.9851960227272727,1.9830894886363637,1.995020596590909,0.010915,0.00459,2.795156,2.81028
random_n07_02,7,spectrum,proposed,1408,random,5,759,761,0,17772149033700507985,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5574382102272728,0.5484261363636364,0.6754595170454545,0.010825,0.003218,0.784873,0.798916
random_n07_03,7,max,peigen,10240,random,5,6,6,0,13025143504037587319,"[0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5434255859375,0.5382620117187501,0.58788623046875,0.013812,0.005021,5.564678,5.578039
random_n07_03,7,max,proposed,10240,random,5,6,6,0,13025143504037587319,"[0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.07803085937500001,0.07738681640625,0.08665625,0.010865,0.002065,0.799036,0.811274
random_n07_03,7,min,peigen,768,random,5,5,5,0,7399310419340673565,"[0, 0, 0, 0, 0, 3, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.4816002604166667,1.3076953125,1.6314895833333332,0.018122,0.014734,1.137869,1.171226
random_n07_03,7,min,proposed,768,random,5,5,5,0,7399310419340673565,"[0, 0, 0, 0, 0, 3, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.4192552083333332,0.9614140625,1.5732552083333333,0.017982,0.008369,1.089988,1.116549
random_n07_03,7,spectrum,peigen,1408,random,5,759,761,0,291429051818418891,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.9869275568181817,1.9861576704545454,1.9899311079545454,0.010745,0.006225,2.797594,2.81386
random_n07_03,7,spectrum,proposed,1408,random,5,759,761,0,291429051818418891,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5522556818181819,0.5499566761363637,0.6863799715909091,0.012509,0.003157,0.777576,0.793242
random_n07_04,7,max,peigen,10240,random,5,6,6,0,2641533484073092695,"[0, 0, 0, 0, 0, 3, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5409235351562499,0.538609375,0.5422490234375,0.010725,0.004941,5.539057,5.555014
random_n07_04,7,max,proposed,10240,random,5,6,6,0,2641533484073092695,"[0, 0, 0, 0, 0, 3, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.07715869140625,0.07654990234375,0.09492734375,0.010654,0.001815,0.790105,0.802324
random_n07_04,7,min,peigen,768,random,5,5,5,0,1773195362175513291,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.5705169270833332,1.3176796875,1.7423333333333333,0.017892,0.009713,1.206157,1.233891
random_n07_04,7,min,proposed,768,random,5,5,5,0,1773195362175513291,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.1491002604166667,0.9534010416666666,1.249828125,0.017831,0.008299,0.882509,0.90899
random_n07_04,7,spectrum,peigen,1408,random,5,761,761,0,11384340129234138035,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.0810276988636365,1.980434659090909,2.108279119318182,0.021791,0.007778,2.930087,2.959656
random_n07_04,7,spectrum,proposed,1408,random,5,761,761,0,11384340129234138035,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5366590909090909,0.5345163352272727,0.5385880681818181,0.010644,0.003117,0.755616,0.769017
random_n07_05,7,max,peigen,10240,random,5,6,6,0,17502526455081477265,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.54595400390625,0.54300458984375,0.5552232421875,0.02187,0.009041,5.590569,5.621941
random_n07_05,7,max,proposed,10240,random,5,6,6,0,17502526455081477265,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.07730166015625,0.07699423828125,0.077322265625,0.010685,0.001844,0.791569,0.804309
random_n07_05,7,min,peigen,768,random,5,5,5,0,148372246050430679,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.3147942708333333,1.30283984375,1.4196588541666668,0.00873,0.008179,1.009762,1.026631
random_n07_05,7,min,proposed,768,random,5,5,5,0,148372246050430679,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.288171875,1.235328125,1.39379296875,0.018041,0.00868,0.989316,1.016699
random_n07_05,7,spectrum,peigen,1408,random,5,761,761,0,6897394105676839909,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.0207109375,1.9881072443181818,2.0290625,0.011086,0.007016,2.845161,2.874882
random_n07_05,7,spectrum,proposed,1408,random,5,761,761,0,6897394105676839909,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.6364488636363637,0.5599083806818181,0.6538473011363636,0.022272,0.006174,0.89612,0.924686
random_n07_06,7,max,peigen,10240,random,5,6,6,0,10565476486961278273,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.54173408203125,0.5408254882812501,0.5420047851562501,0.010635,0.005262,5.547357,5.565034
random_n07_06,7,max,proposed,10240,random,5,6,6,0,10565476486961278273,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.09840312500000001,0.079795703125,0.09844033203125,0.02172,0.003578,1.007648,1.033066
random_n07_06,7,min,peigen,768,random,5,5,5,0,12698328847155133853,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.3257591145833332,1.3219479166666668,1.3330403645833333,0.0089,0.007417,1.018183,1.03416
random_n07_06,7,min,proposed,768,random,5,5,5,0,12698328847155133853,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.9518619791666666,0.9478411458333333,1.1833854166666666,0.014895,0.00469,0.73103,0.750615
random_n07_06,7,spectrum,peigen,1408,random,5,761,762,0,17462613923631130427,"[0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.012041903409091,1.983333096590909,2.0598714488636363,0.010615,0.006696,2.832955,2.850074
random_n07_06,7,spectrum,proposed,1408,random,5,761,762,0,17462613923631130427,"[0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.5605419034090908,0.5587627840909091,0.561375,0.010494,0.002897,0.789243,0.803747
random_n07_07,7,max,peigen,10240,random,5,6,6,0,7183715048359273219,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.54167158203125,0.53773330078125,0.56731923828125,0.010695,0.005222,5.546717,5.559747
random_n07_07,7,max,proposed,10240,random,5,6,6,0,7183715048359273219,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.07796132812499999,0.07761884765625,0.07799951171875,0.011026,0.002025,0.798324,0.811755
random_n07_07,7,min,peigen,768,random,5,5,5,0,9981745022940271919,"[0, 0, 0, 0, 0, 1, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.30830859375,1.3072395833333332,1.3554765625,0.00876,0.007457,1.004781,1.019997
