group,case,metric,profile,method,binary,threads,core_speedup,core_q1,core_q3,total_speedup,total_q1,total_q3
A,random_n16_00,min,static,reference-proposed,coam,64,1.8690243024682964,1.8014234948563996,1.9043957401002558,1.5987666936053497,1.5666931170574863,1.603393155138737
A,random_n16_00,spectrum,high,reference,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
A,random_n16_00,spectrum,high,reference,coam,2,2.3703418823025038,2.3693595566681935,2.3779516578294166,2.3686900004862594,2.3678313737214127,2.376184834529439
A,random_n16_00,spectrum,high,reference,coam,4,4.628833686279721,4.625793763292224,4.631500793305934,4.621677092607758,4.618482784485376,4.6244283190647675
A,random_n16_00,spectrum,high,reference,coam,8,9.041997095530764,9.035853251115473,9.053913146704465,9.014337452658118,9.007586794597401,9.024538592757457
A,random_n16_00,spectrum,high,reference,coam,16,17.563705501325664,17.358230611226325,17.57420682061648,17.471482105613376,17.389620093653676,17.476126685216787
A,random_n16_00,spectrum,high,reference,coam,32,34.2935644166431,34.19178796376414,34.3763700287057,33.88895763831508,33.7951841466486,33.97043808497567
A,random_n16_00,spectrum,high,reference,coam,64,66.21997132561059,66.05510708864017,66.25414238333573,64.44713848551626,64.35374674027011,64.45752518553974
A,random_n16_00,spectrum,high,reference-proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
A,random_n16_00,spectrum,high,reference-proposed,coam,2,1.8866012341834595,1.882704793316569,1.890364846604569,1.1770595266005566,1.1730329080917763,1.1783770012070272
A,random_n16_00,spectrum,high,reference-proposed,coam,4,2.2052898207503104,2.203148261647951,2.208336334814832,1.283231230480232,1.2758474309846863,1.290625917753213
A,random_n16_00,spectrum,high,reference-proposed,coam,8,2.206478667163639,2.2064601659387915,2.210029985662162,1.3148191809419407,1.3119081608173842,1.3170124430647134
A,random_n16_00,spectrum,high,reference-proposed,coam,16,2.2100653289785375,2.2095335777634153,2.2138774607063914,1.3075168797043384,1.3004592731852287,1.312574654467841
A,random_n16_00,spectrum,high,reference-proposed,coam,32,4.424477975939791,4.4242097809623235,4.430366622839529,1.3898571808311428,1.3870845620113392,1.3918332029713152
A,random_n16_00,spectrum,high,reference-proposed,coam,64,8.598162866730638,8.596207840472978,8.612692430397423,1.412763328385757,1.4067275063875988,1.4263586529011487
A,random_n16_00,spectrum,natural,reference,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
A,random_n16_00,spectrum,natural,reference,coam,2,2.37040015319643,2.3702479863792565,2.3740523639554647,2.368947514814883,2.3682699947475676,2.372441134290526
A,random_n16_00,spectrum,natural,reference,coam,4,4.6245665594245375,4.622033114895018,4.635540303828509,4.615757964924365,4.6146379251429614,4.627268766908841
A,random_n16_00,spectrum,natural,reference,coam,8,9.038505292459874,9.019840076465982,9.044620956255262,9.006172209619095,8.989714357116865,9.0138548285125
A,random_n16_00,spectrum,natural,reference,coam,16,17.656324138577247,17.59124776641155,17.67839227043848,17.549132257140478,17.48614971011156,17.5753103063957
A,random_n16_00,spectrum,natural,reference,coam,32,34.320697245283704,34.07608808040082,34.38875507087582,33.90386480762843,33.667655198865525,33.96774745603885
A,random_n16_00,spectrum,natural,reference,coam,64,66.15312200649808,66.00921989091358,66.44662944592841,64.35129423858727,64.23058288839172,64.62018110810465
A,random_n16_00,spectrum,natural,reference-proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
A,random_n16_00,spectrum,natural,reference-proposed,coam,2,2.1122565374526605,2.022659492344799,2.1598128074947485,1.1521224904450438,1.1495059727356636,1.152609664730984
A,random_n16_00,spectrum,natural,reference-proposed,coam,4,4.1940493103365775,4.177440473130815,4.200850542198797,1.243659314190611,1.2218342089458705,1.2527707435693232
A,random_n16_00,spectrum,natural,reference-proposed,coam,8,6.728638424687401,6.530890743742812,6.768966635960118,1.2881407296166325,1.2875892083199865,1.2911478194826036
A,random_n16_00,spectrum,natural,reference-proposed,coam,16,7.1475611441956115,7.118724699715635,7.202762082571703,1.2951357823052942,1.2853043990784454,1.2953801322192453
A,random_n16_00,spectrum,natural,reference-proposed,coam,32,15.436853992074589,15.240308915190706,15.637970356407934,1.3304039060049033,1.3263216557643862,1.3323060638477293
A,random_n16_00,spectrum,natural,reference-proposed,coam,64,27.124477232256424,26.63146730988491,27.483188946355853,1.3451585932855392,1.339403778823986,1.3549567107053335
B,AES,max,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,AES,max,natural,bitwise,coam,2,0.9686690364557904,0.9681689112213788,0.9981462027120536,0.9592212093472083,0.958008591351157,0.9970182026873604
B,AES,max,natural,bitwise,coam,4,0.8611467537465076,0.8403539696568957,0.8685999335395966,0.8538797535585299,0.8332675116373576,0.8612740591482484
B,AES,max,natural,bitwise,coam,8,1.0209625904402806,1.0040308690507067,1.0236669445973512,1.0209343684906653,1.0020001384248258,1.0228259402244906
B,AES,max,natural,bitwise,coam,16,1.0064803004016494,1.0011273768698452,1.0198430080199685,1.0031468046255632,0.9975863638308549,1.0169818475755186
B,AES,max,natural,bitwise,coam,32,1.0124408278236376,0.9999954590909503,1.0150953089551384,1.0141228685584065,1.000006006493019,1.0200599868614995
B,AES,max,natural,bitwise,coam,64,1.0056153339872957,1.004442637481849,1.0136015140669443,1.0070949279168282,0.9989337646657066,1.007331486487393
B,AES,max,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,AES,max,natural,peigen,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,AES,max,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,AES,max,natural,proposed,coam,2,0.9194361009581941,0.8877885574299345,0.990416074311373,0.9166546422227813,0.8661921135912218,0.986201096481438
B,AES,max,natural,proposed,coam,4,0.7647889081328836,0.7621812784779529,0.9478717584601039,0.7492087491070051,0.7330238086631469,0.9250535016063891
B,AES,max,natural,proposed,coam,8,1.0120665640129123,0.8191614184897499,1.012291095319626,1.0118035114273185,0.8029587272936658,1.0142265796820271
B,AES,max,natural,proposed,coam,16,1.0167389162858373,0.998853288162555,1.0168994727014893,1.0087897079553365,0.9927574994527534,1.0090474427290437
B,AES,max,natural,proposed,coam,32,0.997268346216242,0.9968794673975969,1.0006035653790106,0.9955337429687117,0.9930978452022103,1.0005171907484218
B,AES,max,natural,proposed,coam,64,1.0032073709468652,1.0018799554802575,1.0163699685158165,0.9901193514107467,0.9814030980473828,0.9914675718868207
B,AES,max,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,AES,min,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,AES,min,natural,bitwise,coam,2,0.9579044289855383,0.8813736644500572,0.997542671779827,0.947016621549165,0.8728972253767459,0.9981325256687431
B,AES,min,natural,bitwise,coam,4,0.9235617275475897,0.8732271974868836,0.9783368458751739,0.9148437721081972,0.86487553508315,0.9793092921198244
B,AES,min,natural,bitwise,coam,8,0.9863403982951149,0.9793178229415032,1.0078798744401993,0.9811615899834343,0.9765612007483159,1.0093599464763603
B,AES,min,natural,bitwise,coam,16,0.998131361389687,0.9948838457612009,1.007759247963475,0.9977453583094651,0.9936516558408693,1.0081209825055724
B,AES,min,natural,bitwise,coam,32,1.0061253693411039,0.9884466528042866,1.0181051826498868,1.0013745206462958,0.9849374710615886,1.0139449628353194
B,AES,min,natural,bitwise,coam,64,1.0097647135170518,0.9878938364566652,1.0101246062591307,1.0029636793724641,0.9813552393309776,1.0033135503092703
B,AES,min,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,AES,min,natural,peigen,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,AES,min,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,AES,min,natural,proposed,coam,2,0.9097011814356872,0.7314098405907115,1.0060538815100744,0.8868292771339431,0.7174410807560183,0.9870423799621979
B,AES,min,natural,proposed,coam,4,0.9993013566503587,0.9854879760829969,1.012356958454412,0.9994337874154388,0.9889402754803845,1.0122786901357694
B,AES,min,natural,proposed,coam,8,0.9102160316967245,0.887675902177505,0.9388355430792104,0.8999662231295134,0.8770945487344912,0.9280385332248664
B,AES,min,natural,proposed,coam,16,1.002807630103236,0.9971959869447564,1.0121100193543038,1.0019000909746143,0.9967341957575101,1.0143886305954226
B,AES,min,natural,proposed,coam,32,1.0112475411178417,1.0089400962075612,1.0138275783686934,1.0077773294333567,1.002433325666138,1.0080872709375586
B,AES,min,natural,proposed,coam,64,1.006240753910454,1.0043864961017335,1.0122373473548174,0.9958067340867216,0.9957455334102117,1.0057668468013718
B,AES,min,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,AES,spectrum,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,AES,spectrum,natural,bitwise,coam,2,0.9873160368401064,0.9667125475444974,0.9956700165500623,0.9865284117490494,0.9623011412916848,0.9907585865811387
B,AES,spectrum,natural,bitwise,coam,4,1.0010232159647943,0.9977451355497372,1.007585628518364,0.9998473412924122,0.9955039136656769,1.004378965350394
B,AES,spectrum,natural,bitwise,coam,8,1.0000029768850827,0.9894768769626034,1.0238616807058405,1.0000147235506136,0.9892385064650675,1.020966691568674
B,AES,spectrum,natural,bitwise,coam,16,1.0042288973656834,0.9983198783591932,1.0895774319394889,1.0001808352349504,0.9960707873874525,1.0946935094814878
B,AES,spectrum,natural,bitwise,coam,32,1.004175778926112,1.0038525741901436,1.0946568572364472,1.0034891946662128,1.0024174986482455,1.1033441242623343
B,AES,spectrum,natural,bitwise,coam,64,1.0033044764713024,0.9974938132225701,1.092363503388781,0.9943964898191272,0.9888851357253927,1.0892618962416287
B,AES,spectrum,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,AES,spectrum,natural,peigen,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,AES,spectrum,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,AES,spectrum,natural,proposed,coam,2,0.9980336777376568,0.9856762665038851,1.011647527430894,0.9931981758645302,0.9833428357056307,1.00371104257962
B,AES,spectrum,natural,proposed,coam,4,0.951074562477509,0.76501056767779,0.9741334211914722,0.9451925948663492,0.7487509410717952,0.9700384922148628
B,AES,spectrum,natural,proposed,coam,8,0.9600745523676629,0.9254155923129278,0.9833899497597924,0.9548331861056104,0.9009158877765653,0.9597841832298103
B,AES,spectrum,natural,proposed,coam,16,1.0066156510686344,1.0026273313803913,1.0152678167090206,0.9990956703987162,0.9946961660857706,1.0067270957617973
B,AES,spectrum,natural,proposed,coam,32,0.9811461671781196,0.9585245604767114,0.9986632158984045,0.9756382919508634,0.9535706558266376,0.9936593341003261
B,AES,spectrum,natural,proposed,coam,64,0.9925646594498347,0.988696299964189,1.0283948641139682,0.9769400773793607,0.9708670291393562,0.9977676826461213
B,AES,spectrum,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S0,max,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S0,max,natural,bitwise,coam,2,0.9509870139142002,0.827282803434366,0.9559741206043374,0.9435650989073137,0.822799281794994,0.9465316561750347
B,CLEFIA_S0,max,natural,bitwise,coam,4,0.8535524992014648,0.843110155397004,0.9984290054365206,0.846636146705831,0.8371245629209384,0.9982288621182036
B,CLEFIA_S0,max,natural,bitwise,coam,8,0.9974550123531705,0.9729148036364108,1.0008871123266536,0.9976494369587308,0.9648996312212224,1.001786396841547
B,CLEFIA_S0,max,natural,bitwise,coam,16,0.988723969827663,0.9850560446975863,1.0030807447182215,0.9882462602405763,0.9844676257015962,1.0022854051323158
B,CLEFIA_S0,max,natural,bitwise,coam,32,0.9992018930536692,0.9695329465530095,1.0046387627833377,0.9966778476527595,0.9699887633883797,1.0036201876607243
B,CLEFIA_S0,max,natural,bitwise,coam,64,1.0056530542098092,1.0023245524709783,1.0066906365645618,0.9977243828022657,0.9969075790528545,1.0027055074850728
B,CLEFIA_S0,max,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S0,max,natural,peigen,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S0,max,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S0,max,natural,proposed,coam,2,0.9754379518288021,0.8325279179748043,1.001476412662041,0.9764799922488131,0.8147760912011085,1.0031013472716073
B,CLEFIA_S0,max,natural,proposed,coam,4,0.9801321945700386,0.7367098794469502,1.011283198300762,0.9385583597394478,0.7248321999762017,1.0091741687859828
B,CLEFIA_S0,max,natural,proposed,coam,8,0.9927258450536905,0.9845034942176866,1.0000500827147336,0.9886634661957928,0.9680700081571463,0.9951955513467886
B,CLEFIA_S0,max,natural,proposed,coam,16,1.0246782320321495,0.996536911857747,1.0277909786207862,1.016734410014682,0.9969281892962887,1.052180311466657
B,CLEFIA_S0,max,natural,proposed,coam,32,1.0113913015401506,1.0111371861435554,1.0761490065105404,1.005302502414396,1.0039441284783508,1.0863116912434345
B,CLEFIA_S0,max,natural,proposed,coam,64,1.00745572412378,1.0018705451078895,1.0609857938488698,0.992650387738471,0.9872296619987154,1.051860069587922
B,CLEFIA_S0,max,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S0,min,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S0,min,natural,bitwise,coam,2,0.9486311485010364,0.8938200358516083,0.9580311065897447,0.9484768861244118,0.8942727019137025,0.9485708884152806
B,CLEFIA_S0,min,natural,bitwise,coam,4,0.9951324435938084,0.872842455994213,0.9966638443619791,0.9933358168072751,0.8616280855116664,0.9970853998172223
B,CLEFIA_S0,min,natural,bitwise,coam,8,1.007451457192763,0.9163018381989239,1.009388260098524,0.9980815057606739,0.9095326295984641,1.0105677852744686
B,CLEFIA_S0,min,natural,bitwise,coam,16,0.9998575546052094,0.9974148462473952,1.021119392986082,0.9980314978401095,0.9956208520052187,1.0295570015557751
B,CLEFIA_S0,min,natural,bitwise,coam,32,1.0090127579336514,0.9982436527638494,1.012509003088008,1.005402380915284,0.9951770176916293,1.0179518030623744
B,CLEFIA_S0,min,natural,bitwise,coam,64,0.9926425940030493,0.9911973618690397,1.0125488979009512,0.9948452257522966,0.9876346196437993,1.006587182275917
B,CLEFIA_S0,min,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S0,min,natural,peigen,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S0,min,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S0,min,natural,proposed,coam,2,1.006664012351573,0.9587422760142786,1.0069451127137354,1.008334735654257,0.9504449996096495,1.0197130636392002
B,CLEFIA_S0,min,natural,proposed,coam,4,0.9464891512761804,0.8068956603924802,1.009930122382347,0.9393246610347884,0.8094193340162497,1.0117087581836257
B,CLEFIA_S0,min,natural,proposed,coam,8,0.958537153505707,0.9070919470163628,1.0011986301369864,0.9490010849211209,0.9094630805288547,1.003742421730422
B,CLEFIA_S0,min,natural,proposed,coam,16,1.0214408060821767,0.9982328623994912,1.0275827440864178,1.0370163620248567,0.9989275379373426,1.045342718915165
B,CLEFIA_S0,min,natural,proposed,coam,32,1.0251516775291154,1.0029113523479314,1.029152285142796,1.0343797207045284,1.0037253309961518,1.0373800428752302
B,CLEFIA_S0,min,natural,proposed,coam,64,1.0207702424064378,1.0079344547436095,1.0244511934085456,1.0263334293466473,1.00147739399497,1.0302741543973837
B,CLEFIA_S0,min,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S0,spectrum,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S0,spectrum,natural,bitwise,coam,2,0.8890348188699297,0.8711562963906376,0.9993960447176822,0.8794276971426208,0.8628213844205442,0.9984736776912144
B,CLEFIA_S0,spectrum,natural,bitwise,coam,4,0.8639319657271726,0.8312983471258617,0.9990815630321982,0.8544686847286209,0.8239180777362708,0.9951373546647694
B,CLEFIA_S0,spectrum,natural,bitwise,coam,8,0.9957270789621092,0.992114426162354,0.9965810951531892,0.9963598126598147,0.992935043116888,0.9973942166264808
B,CLEFIA_S0,spectrum,natural,bitwise,coam,16,1.000440561763621,0.9999202241819556,1.0022531929131804,0.9989668741924116,0.9945513436920741,1.0002991430020403
B,CLEFIA_S0,spectrum,natural,bitwise,coam,32,1.0015102975916041,0.9980645698020596,1.0056484933481833,0.9974323568614916,0.9947002841681662,1.0017598022272862
B,CLEFIA_S0,spectrum,natural,bitwise,coam,64,0.9982475244658229,0.9968472625728165,1.0034086312792256,0.9913985692463239,0.9899655487721475,0.9958825543770718
B,CLEFIA_S0,spectrum,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S0,spectrum,natural,peigen,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S0,spectrum,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S0,spectrum,natural,proposed,coam,2,0.9753259584678629,0.9552452039915971,1.0072205341525142,0.9756015157349202,0.9499559748427673,1.0077899617905994
B,CLEFIA_S0,spectrum,natural,proposed,coam,4,0.966839463506953,0.7971938935510983,1.0037293595022478,0.9435784134070767,0.7787500265635293,0.9985701632836895
B,CLEFIA_S0,spectrum,natural,proposed,coam,8,0.9948151083205489,0.9893181274174029,1.0073438141844224,0.9966578576636677,0.9920005671036273,1.0088084915077302
B,CLEFIA_S0,spectrum,natural,proposed,coam,16,0.9980067257582181,0.9912890300721939,1.0056896998694689,0.9893473476445827,0.9851514911377024,0.9992517672363488
B,CLEFIA_S0,spectrum,natural,proposed,coam,32,1.0061860263658169,0.9941854955528179,1.0082308608800612,1.0023435474218243,0.9876771672851514,1.0043378269931975
B,CLEFIA_S0,spectrum,natural,proposed,coam,64,0.984645776039044,0.9844237453574525,1.0016173634134893,0.9756175741743935,0.9627395590008139,0.9870414177982827
B,CLEFIA_S0,spectrum,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S1,max,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S1,max,natural,bitwise,coam,2,1.0272812753506244,0.9998313194274471,1.0326842924418358,1.0249753441728264,1.0002307637336678,1.0409065353906792
B,CLEFIA_S1,max,natural,bitwise,coam,4,0.9986376682479714,0.9453599966214848,1.0336360689920217,0.9981339892763811,0.9445172486995758,1.034153995702193
B,CLEFIA_S1,max,natural,bitwise,coam,8,1.0265097954705564,1.0077281805472338,1.0306503672961362,1.0276506379826695,1.008253256300961,1.0403020294464813
B,CLEFIA_S1,max,natural,bitwise,coam,16,1.0028695609397849,0.9906456309909224,1.0765763667105015,1.0032008228153941,0.9905131517969429,1.0844583374908225
B,CLEFIA_S1,max,natural,bitwise,coam,32,1.0300278980471367,1.0056529042075644,1.0729792087844272,1.0359133895124144,1.004205471995077,1.0790050271211655
B,CLEFIA_S1,max,natural,bitwise,coam,64,0.996374682635089,0.9790009453964432,1.0297030494744277,0.9879040736872186,0.9739488186942991,1.0324560037991122
B,CLEFIA_S1,max,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S1,max,natural,peigen,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S1,max,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S1,max,natural,proposed,coam,2,0.8147874710443282,0.8132537192245328,0.9680451870284789,0.8202046618460761,0.7948935832922447,0.9463086888804668
B,CLEFIA_S1,max,natural,proposed,coam,4,0.7249978713337091,0.7012857608038331,0.9918970192126999,0.713710678807947,0.7084789381132136,0.9914166584283646
B,CLEFIA_S1,max,natural,proposed,coam,8,0.8545594712407816,0.7779809737781336,0.9951831567606393,0.8610316344003355,0.7684528922871632,0.9970670199109286
B,CLEFIA_S1,max,natural,proposed,coam,16,1.0183737161326896,1.001689914284294,1.0515937541099247,1.0194374073069532,0.9973893012541593,1.0475354721729049
B,CLEFIA_S1,max,natural,proposed,coam,32,1.031503188198405,0.9972794501375842,1.0341566798061124,1.0228654145405855,0.9888616327765345,1.025761990394027
B,CLEFIA_S1,max,natural,proposed,coam,64,1.0077317430271133,0.9955996885887921,1.0387980288003023,0.9978662170329825,0.9781017964411519,1.0216732392530066
B,CLEFIA_S1,max,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S1,min,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S1,min,natural,bitwise,coam,2,0.9101239087580963,0.8918466943615662,0.9184111149917052,0.9008726995841617,0.8837633651007976,0.9182018407828051
B,CLEFIA_S1,min,natural,bitwise,coam,4,0.9261103979724182,0.8345593971336298,1.0063324957278814,0.9151026861149806,0.8260383853234906,1.0173879144425846
B,CLEFIA_S1,min,natural,bitwise,coam,8,0.9975043486090251,0.9879256861199744,1.0095897882999605,0.9984822555159757,0.988090712456259,1.0215843368612842
B,CLEFIA_S1,min,natural,bitwise,coam,16,1.0114776792475713,0.9927960556384172,1.0188138577535915,1.0114131308161158,0.9916374288644686,1.029601055876014
B,CLEFIA_S1,min,natural,bitwise,coam,32,0.9985461836354899,0.9919145357641725,1.001513530955769,0.9945306883122242,0.987590179471755,1.0070494177025546
B,CLEFIA_S1,min,natural,bitwise,coam,64,1.0028511182058948,0.9972053679855949,1.01351060917142,0.9955843208214243,0.9902129026188676,1.0154379705835617
B,CLEFIA_S1,min,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S1,min,natural,peigen,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S1,min,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S1,min,natural,proposed,coam,2,0.9920720710496774,0.8124570440435629,1.1905656653005978,0.9925480775937349,0.8157075538498116,1.205109401298389
B,CLEFIA_S1,min,natural,proposed,coam,4,0.9545203737635811,0.8751934715108554,0.9930609988375043,0.9309002761806529,0.8748958012848326,0.9932621077318244
B,CLEFIA_S1,min,natural,proposed,coam,8,1.0116607499901893,1.0104597400671878,1.175907629607617,1.0135480324330544,1.0110285152110248,1.193484153778305
B,CLEFIA_S1,min,natural,proposed,coam,16,1.1472441263598634,1.0030655605405179,1.1670949759277602,1.1622428134947191,1.0024175687936387,1.1786850726585636
B,CLEFIA_S1,min,natural,proposed,coam,32,1.1687144891471641,1.0023735492587913,1.2080514572987016,1.1753508233303132,0.9956871097478037,1.213798634313184
B,CLEFIA_S1,min,natural,proposed,coam,64,1.145641590611919,0.9970033388108968,1.1648260190235509,1.1500355814522178,0.9867986737650686,1.1682325181940592
B,CLEFIA_S1,min,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S1,spectrum,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S1,spectrum,natural,bitwise,coam,2,0.9534010849545086,0.8764798596749751,0.9979726994953442,0.9440834135726284,0.8666742328735328,0.9981577570163643
B,CLEFIA_S1,spectrum,natural,bitwise,coam,4,1.000660230753917,0.9983150283143191,1.0023860905902544,1.0033509827072307,0.9971460905204561,1.0049126477345702
B,CLEFIA_S1,spectrum,natural,bitwise,coam,8,1.003252784783898,0.9257573906838721,1.0056269760408592,1.0028589711467997,0.9178576146677726,1.011100105898105
B,CLEFIA_S1,spectrum,natural,bitwise,coam,16,1.0027088554981312,0.9998262932349273,1.0035144957315048,1.001151240292616,0.9974282834689402,1.002574166027241
B,CLEFIA_S1,spectrum,natural,bitwise,coam,32,0.9984748830071607,0.9883891839582964,1.0017348095663035,0.9964283105476455,0.9879005261473944,0.9990954087031021
B,CLEFIA_S1,spectrum,natural,bitwise,coam,64,0.9994764764610283,0.9922250684568501,1.0005315123671963,0.9944877461954927,0.9852642831347057,0.996976337746335
B,CLEFIA_S1,spectrum,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S1,spectrum,natural,peigen,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S1,spectrum,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,CLEFIA_S1,spectrum,natural,proposed,coam,2,0.9716523588721775,0.8962205139005898,1.1095354374895727,0.9754015773109433,0.8751650628661202,1.1346690262599164
B,CLEFIA_S1,spectrum,natural,proposed,coam,4,1.0716343592078255,1.0029281519564108,1.109781164885935,1.095372350231432,1.0143797048589795,1.1319604408024866
B,CLEFIA_S1,spectrum,natural,proposed,coam,8,0.9261208709878467,0.9122238169401924,1.0132511193612728,0.9285556005744702,0.890841850730498,1.031353645575651
B,CLEFIA_S1,spectrum,natural,proposed,coam,16,1.087983407084708,1.0024996201095733,1.0946470737694027,1.1131795077566726,0.9877892298731833,1.1211536071408394
B,CLEFIA_S1,spectrum,natural,proposed,coam,32,1.078614896795984,0.9924121750365573,1.0895027890144107,1.1012574358519045,0.9979078779255635,1.1076086980564077
B,CLEFIA_S1,spectrum,natural,proposed,coam,64,1.065577118350815,1.0040880807375299,1.0877279733425993,1.0833617199680323,0.995836604704139,1.0992693010287473
B,CLEFIA_S1,spectrum,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_FI_key0000,max,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_FI_key0000,max,natural,bitwise,coam,2,0.5884105774903221,0.588121501702975,0.5926523917431419,0.6028976629784474,0.6025121604256833,0.6073564972067201
B,MISTY1_FI_key0000,max,natural,bitwise,coam,4,0.9158944779013666,0.9154992983161458,0.9227537308251034,0.9305089294913071,0.9288259139370186,0.9368870540958493
B,MISTY1_FI_key0000,max,natural,bitwise,coam,8,1.2717152944932033,1.2716881523919552,1.2741091559438382,1.2772319468512294,1.2767439202610924,1.2807393337456225
B,MISTY1_FI_key0000,max,natural,bitwise,coam,16,1.1804106647274075,1.1771281324287546,1.1810376201662522,1.19281278153762,1.1924672759750568,1.192827899208014
B,MISTY1_FI_key0000,max,natural,bitwise,coam,32,1.20647690748516,1.1913523167246582,1.2069847410939922,1.2173248323368961,1.2042759317699712,1.2175205881531266
B,MISTY1_FI_key0000,max,natural,bitwise,coam,64,1.2079268816611461,1.1919464523580974,1.2089297523269262,1.2147340954908064,1.2004554329872001,1.2180434246510976
B,MISTY1_FI_key0000,max,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_FI_key0000,max,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_FI_key0000,max,natural,proposed,coam,2,1.0071718025713536,1.0047484564806133,1.0606835619623343,0.9650101293244724,0.9615439761971604,0.9809147843792572
B,MISTY1_FI_key0000,max,natural,proposed,coam,4,1.021536429585239,0.9791705579864932,1.0769776244720588,1.127923469762691,1.1255433568151028,1.140806596541207
B,MISTY1_FI_key0000,max,natural,proposed,coam,8,1.0085475000199047,0.9913915059649724,1.0687911705134474,1.2427810700603452,1.2383307023882617,1.2514427048738748
B,MISTY1_FI_key0000,max,natural,proposed,coam,16,1.0024497368687157,0.9711402105498467,1.0671128380489683,1.2922769362175281,1.2761313529619471,1.3241278563367027
B,MISTY1_FI_key0000,max,natural,proposed,coam,32,1.0105186742588088,0.9810042895816004,1.0687864460483554,1.280740520913344,1.268035750541939,1.281914275639202
