group,case,metric,profile,method,binary,threads,core_speedup,core_q1,core_q3,total_speedup,total_q1,total_q3
B,MISTY1_FI_key0000,max,natural,proposed,coam,64,0.9681410909103261,0.9405054063699266,0.9997634831163332,1.1982211625265216,1.1926355908510844,1.211873749365288
B,MISTY1_FI_key0000,max,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_FI_key0000,min,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_FI_key0000,min,natural,bitwise,coam,2,1.9843351772999185,1.9834914123785226,1.9885639543211768,1.9726952612481983,1.9699429374334074,1.974888821778774
B,MISTY1_FI_key0000,min,natural,bitwise,coam,4,3.9704926264338445,3.964717662872567,3.9776761750218177,3.911911693748089,3.903277088034665,3.916839352990588
B,MISTY1_FI_key0000,min,natural,bitwise,coam,8,7.939010825665036,7.921078154511483,8.00592087002925,7.7085609980317376,7.673038011637403,7.7636230780422
B,MISTY1_FI_key0000,min,natural,bitwise,coam,16,15.71152658546345,15.63196293277016,15.830668377428784,14.78331679495793,14.74389915734573,14.959478343307033
B,MISTY1_FI_key0000,min,natural,bitwise,coam,32,25.391507552671797,25.344552599304365,25.457643156957825,25.016091845592154,24.952544092519553,25.052950773712936
B,MISTY1_FI_key0000,min,natural,bitwise,coam,64,42.00489990590401,41.611856174007876,42.40539682290817,40.02691670775064,39.768970209516254,40.04276806395114
B,MISTY1_FI_key0000,min,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_FI_key0000,min,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_FI_key0000,min,natural,proposed,coam,2,0.9418741624498426,0.9370845555355806,0.9453563658926641,0.9500535839062789,0.9449784842769217,0.9527454039049724
B,MISTY1_FI_key0000,min,natural,proposed,coam,4,1.1999361846894734,1.1989333623310683,1.210619098302162,1.1531019052757303,1.1498906552424812,1.1713676222815392
B,MISTY1_FI_key0000,min,natural,proposed,coam,8,1.3810612732745327,1.3790869855827192,1.4021213909559374,1.3125370848582778,1.3043961702567428,1.3204313324793788
B,MISTY1_FI_key0000,min,natural,proposed,coam,16,1.484252136919498,1.4824978018608723,1.4934375158667412,1.3872253077256738,1.3867390408921365,1.3927986249609499
B,MISTY1_FI_key0000,min,natural,proposed,coam,32,1.4874218512487245,1.4730701983080077,1.489491156077713,1.3579107143972566,1.3515328327425582,1.362196147680011
B,MISTY1_FI_key0000,min,natural,proposed,coam,64,1.4600165945593553,1.457683646384654,1.4674453152408566,1.3401415264808403,1.336129140571764,1.3424363218114248
B,MISTY1_FI_key0000,min,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_FI_key0000,spectrum,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_FI_key0000,spectrum,natural,bitwise,coam,2,1.4535056729914066,1.448461936780613,1.504037417982526,1.5669633414671071,1.5635059779337892,1.607454038394965
B,MISTY1_FI_key0000,spectrum,natural,bitwise,coam,4,2.8968050320536256,2.88840574573124,2.999928395386178,3.112866526878403,3.106333799279447,3.1943584891972447
B,MISTY1_FI_key0000,spectrum,natural,bitwise,coam,8,5.746302862492161,5.734923993404965,5.934016735875568,6.1425319213778815,6.136045568984096,6.286940247614173
B,MISTY1_FI_key0000,spectrum,natural,bitwise,coam,16,10.310184797444817,10.305353976640063,10.615552752106243,11.128940901163103,11.11156491854825,11.3764768761702
B,MISTY1_FI_key0000,spectrum,natural,bitwise,coam,32,8.657485549739215,8.644694214695095,8.833614283785725,10.58840317078077,10.586070612841326,10.71304484182332
B,MISTY1_FI_key0000,spectrum,natural,bitwise,coam,64,7.876821322503407,7.873397293458895,8.300239219541544,10.155205837753796,10.15442768043302,10.575363469796036
B,MISTY1_FI_key0000,spectrum,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_FI_key0000,spectrum,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_FI_key0000,spectrum,natural,proposed,coam,2,1.8736561121579303,1.8728562476329549,1.897856458458607,1.6753520894681178,1.6712195991483563,1.6791097131320258
B,MISTY1_FI_key0000,spectrum,natural,proposed,coam,4,3.191311530580844,3.1837948326241725,3.2234149873581006,2.8224402942215185,2.8201300960993594,2.8294098001124723
B,MISTY1_FI_key0000,spectrum,natural,proposed,coam,8,3.8180591849024443,3.8060266764944752,3.855507377214892,3.953436394557641,3.9408433472458624,3.988052448720898
B,MISTY1_FI_key0000,spectrum,natural,proposed,coam,16,4.068959081064781,4.067307667143713,4.1166226955841685,4.873442610077955,4.864345683882844,4.890675769669758
B,MISTY1_FI_key0000,spectrum,natural,proposed,coam,32,8.897179151052047,8.893556440757646,9.028230200665368,7.2294991574643745,7.208110075531926,7.2342419191565766
B,MISTY1_FI_key0000,spectrum,natural,proposed,coam,64,18.614146664517975,18.248277766213686,18.639243457330934,9.220191473527981,9.172053091238647,9.235790266683898
B,MISTY1_FI_key0000,spectrum,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_S9,max,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_S9,max,natural,bitwise,coam,2,0.9438601673336315,0.8578771353239945,0.9917989871907532,0.9370501070239089,0.85111373912188,0.992106308327319
B,MISTY1_S9,max,natural,bitwise,coam,4,0.8768436748556429,0.8733512522786996,0.9904166611435335,0.8685037991087423,0.8644336452888789,0.9894710046566967
B,MISTY1_S9,max,natural,bitwise,coam,8,0.9551799665913577,0.9253283267187776,0.9741972877418372,0.9471524008572942,0.9187170115073504,0.9672163618936953
B,MISTY1_S9,max,natural,bitwise,coam,16,1.0033996427811307,0.9965311412050348,1.0052326514844658,1.0024135192482082,0.9969135765330741,1.0047724160154676
B,MISTY1_S9,max,natural,bitwise,coam,32,1.0024018574147184,1.0009458215866431,1.0051517260516856,1.001565309462163,1.0002353779942026,1.0049025971024883
B,MISTY1_S9,max,natural,bitwise,coam,64,0.9982962403459718,0.9976687372871377,0.9995151745108269,0.9956809273058665,0.9945152891782957,0.996130872225001
B,MISTY1_S9,max,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_S9,max,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_S9,max,natural,proposed,coam,2,0.9783317746083704,0.5891194384466861,0.998904986028795,0.9818772541655489,0.5850026796288659,1.0029988565107884
B,MISTY1_S9,max,natural,proposed,coam,4,0.8079883210385798,0.7121324933709028,0.9995195919497054,0.78174436164682,0.694831849462532,0.9939706551900518
B,MISTY1_S9,max,natural,proposed,coam,8,0.7536512381076231,0.7015470896188651,1.005288555464385,0.7704707041593348,0.6906050997143531,1.0099370385638797
B,MISTY1_S9,max,natural,proposed,coam,16,1.0019900885024682,0.9889307679352339,1.0040393769747569,0.9961813507224196,0.9888607660226653,0.9997550105062802
B,MISTY1_S9,max,natural,proposed,coam,32,0.9999319862728866,0.9933174677594526,1.0028307424122558,0.996415247124248,0.9908222386819516,1.0010088239462358
B,MISTY1_S9,max,natural,proposed,coam,64,1.003361891550221,1.002401766004415,1.0215500127056731,0.9851954623059178,0.9848532666003297,0.9863189130095268
B,MISTY1_S9,max,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_S9,min,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_S9,min,natural,bitwise,coam,2,1.0066704590459752,0.9979544210745467,1.0066751144684742,1.0060002871563916,0.9978786050549381,1.0061156634183044
B,MISTY1_S9,min,natural,bitwise,coam,4,1.0002678317656548,0.997400641474241,1.0029975451651694,0.9922361878508574,0.98972044891109,0.9988301041854356
B,MISTY1_S9,min,natural,bitwise,coam,8,1.0063973400720545,1.006175117329854,1.009899855659744,1.0063692020577233,0.9964318278793202,1.0097017074034578
B,MISTY1_S9,min,natural,bitwise,coam,16,1.006050955366702,1.0044595086542598,1.006886879938308,1.0057915659875294,1.0043055292872707,1.0063887776391607
B,MISTY1_S9,min,natural,bitwise,coam,32,1.004761062276795,0.9993932321801121,1.0052916499577496,1.0043453486989893,0.9988246744057466,1.0051735941903606
B,MISTY1_S9,min,natural,bitwise,coam,64,1.0024590215904465,0.9930447805273154,1.0065501771934142,1.000702513547137,0.9920615485969333,1.0052972822004362
B,MISTY1_S9,min,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_S9,min,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_S9,min,natural,proposed,coam,2,0.9425700779205759,0.7167475454402974,0.9968793533530634,0.9162508088662711,0.7056242075688669,0.9961872362722642
B,MISTY1_S9,min,natural,proposed,coam,4,0.8349783400083712,0.7282614364281957,0.9984309009405407,0.8140380688703284,0.7168803159390689,0.9950717499605443
B,MISTY1_S9,min,natural,proposed,coam,8,1.001436322359093,0.9418919777876653,1.001883620207116,1.000310013020547,0.9165062958313944,1.002792121322916
B,MISTY1_S9,min,natural,proposed,coam,16,1.0036245194843578,0.9972418418117562,1.0092739054478774,0.998426407667976,0.9924209277244825,1.0016004438138457
B,MISTY1_S9,min,natural,proposed,coam,32,1.0074291543610896,1.0037376805433191,1.0076116453640875,1.003380995562068,1.0015714626376027,1.0056470663570318
B,MISTY1_S9,min,natural,proposed,coam,64,1.0014048251443222,1.0005867154091777,1.0059917909688323,0.9878125704209066,0.9866717058681107,0.9941278171542514
B,MISTY1_S9,min,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_S9,spectrum,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_S9,spectrum,natural,bitwise,coam,2,0.9802977939426585,0.937434065230521,0.9881903904734708,0.8794066567852094,0.8550212731420775,1.001287607426643
B,MISTY1_S9,spectrum,natural,bitwise,coam,4,0.9852185040225747,0.9524722005141447,0.9870964479687807,0.9715366243083277,0.9112390296876539,0.9927155327650963
B,MISTY1_S9,spectrum,natural,bitwise,coam,8,0.9953774273738824,0.9946898111465271,0.9980241837503098,0.9985676664713732,0.9174249273658254,1.0045624148008123
B,MISTY1_S9,spectrum,natural,bitwise,coam,16,0.9904678200412016,0.988257309466484,0.9929863240539721,1.0037619143531002,0.9906163687916011,1.0070739444947356
B,MISTY1_S9,spectrum,natural,bitwise,coam,32,0.9893971800147994,0.9838962587568937,0.9916161341322648,0.9941153278757774,0.9910521292995864,0.997188015492321
B,MISTY1_S9,spectrum,natural,bitwise,coam,64,0.9921114281756809,0.9843698831394805,0.9938897686316378,0.9933263297014295,0.9804399399641721,0.9969209108420429
B,MISTY1_S9,spectrum,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_S9,spectrum,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,MISTY1_S9,spectrum,natural,proposed,coam,2,0.9780307119741978,0.9738166194973915,0.9934188832520926,0.865186134714752,0.790062066872733,0.8854502132100995
B,MISTY1_S9,spectrum,natural,proposed,coam,4,0.8783004596709955,0.8699701600506375,0.9753557185894797,0.7340501733831463,0.7314015030199508,0.8790321952359621
B,MISTY1_S9,spectrum,natural,proposed,coam,8,0.9972134623561201,0.9597213765033074,1.0023266104872002,0.9707441533287305,0.8130764931827658,0.999537129828439
B,MISTY1_S9,spectrum,natural,proposed,coam,16,0.9907939362652857,0.9896478371961932,1.001938389008096,0.9859897708973198,0.9848385516829873,0.9907156388637057
B,MISTY1_S9,spectrum,natural,proposed,coam,32,0.9976418610695063,0.9954502374898775,0.9986488452242414,0.9909482987537176,0.9873817275798291,0.9923117420965918
B,MISTY1_S9,spectrum,natural,proposed,coam,64,0.9817569732162807,0.9810299539922341,0.9845541583526274,0.9769833330969853,0.9717961750859407,0.9783342637353488
B,MISTY1_S9,spectrum,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,PRESENT,max,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,PRESENT,max,natural,bitwise,coam,2,1.0038666556597933,0.9949704734807777,1.066102405825184,1.0041644006245505,0.9948877554044296,1.073596472937171
B,PRESENT,max,natural,bitwise,coam,4,0.9255062333796872,0.7935380340583534,0.9832618493616978,0.9262991572611167,0.7889180912715615,0.9757435162738631
B,PRESENT,max,natural,bitwise,coam,8,0.989580618999798,0.9631874333464401,1.0874957089219306,0.9879245802666434,0.9555848024201935,1.0945479287845727
B,PRESENT,max,natural,bitwise,coam,16,1.001550889242682,1.0000739660678832,1.0995113892916797,0.9987277085449275,0.9970757078025795,1.1154309803282885
B,PRESENT,max,natural,bitwise,coam,32,0.9862656441950516,0.9772957380625209,1.0893356455146688,0.9807707390008268,0.9742059566283926,1.102588335743383
B,PRESENT,max,natural,bitwise,coam,64,0.9953483749275581,0.9892200347991004,1.0994427762809171,0.9882536514899835,0.9820058340375531,1.1032563632702233
B,PRESENT,max,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,PRESENT,max,natural,peigen,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,PRESENT,max,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,PRESENT,max,natural,proposed,coam,2,1.0506018713104852,0.9958426834352643,1.1735752853941372,1.0488668275861555,0.9959864461359561,1.1822143522160402
B,PRESENT,max,natural,proposed,coam,4,1.119241791848589,0.8720208896200927,1.1362475647417247,1.1159964434628051,0.8635620379458041,1.1301572417040642
B,PRESENT,max,natural,proposed,coam,8,1.1030782404630488,1.0514779572615494,1.3818092524232024,1.0983242284162178,1.0506671780366588,1.3864135540647922
B,PRESENT,max,natural,proposed,coam,16,1.1375609583384967,1.054334295741775,1.3551526224642314,1.143048645674771,1.050553018512778,1.3561068515387076
B,PRESENT,max,natural,proposed,coam,32,1.1748917748917749,1.0499335546385318,1.3853831419697642,1.1772166618039435,1.0428380187416333,1.3869527829310577
B,PRESENT,max,natural,proposed,coam,64,1.1780733426510681,1.032310622090563,1.3536509285928784,1.1740010942868317,1.0190350819184288,1.343958284932497
B,PRESENT,max,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,PRESENT,min,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,PRESENT,min,natural,bitwise,coam,2,0.9198151094108445,0.8421095709389868,0.9893014212330363,0.9137321429279845,0.837945337777593,0.989703484312587
B,PRESENT,min,natural,bitwise,coam,4,1.0189611884088294,0.9844676185120762,1.0244548922578514,1.018756230375871,0.9778842776701449,1.0241328775435095
B,PRESENT,min,natural,bitwise,coam,8,0.9410297181135695,0.8809608573454658,1.0228782291921805,0.934673017005859,0.8755072193829552,1.0210768795088985
B,PRESENT,min,natural,bitwise,coam,16,1.00761459648903,0.9943208238662032,1.012649868723109,1.0023212735636038,0.9934222071578326,1.0055728588183208
B,PRESENT,min,natural,bitwise,coam,32,1.01849815535714,1.0117962463481869,1.027657249865522,1.0154219786202936,1.0082377798220723,1.0241838148985696
B,PRESENT,min,natural,bitwise,coam,64,1.0042389904770173,0.9981671139913254,1.0139617314551055,0.9963188105273028,0.9899926427736143,1.006389864839181
B,PRESENT,min,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,PRESENT,min,natural,peigen,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,PRESENT,min,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,PRESENT,min,natural,proposed,coam,2,0.8361175998169249,0.7706642220857398,0.8986956671934273,0.832471269271131,0.7668744699869359,0.8924557883542195
B,PRESENT,min,natural,proposed,coam,4,0.9015692025377009,0.8288494661443081,0.918483753778139,0.9022059533727704,0.82395399544644,0.9124849846483517
B,PRESENT,min,natural,proposed,coam,8,0.9982151164813695,0.958497256089184,1.0012249786231135,0.9987090484317945,0.9515202113450297,1.0022463804185444
B,PRESENT,min,natural,proposed,coam,16,0.9993493320090301,0.9925510870737008,1.0046355262372861,0.9985547308733702,0.9895651637202024,1.0009206698065183
B,PRESENT,min,natural,proposed,coam,32,1.0017922445284655,0.9949109612355544,1.0108052240909517,0.9997601764997534,0.9925406194384339,1.0069186677614075
B,PRESENT,min,natural,proposed,coam,64,0.9973616463118191,0.9926166640798799,1.006385274565507,0.990254039638805,0.9859866975310806,0.9997668958857124
B,PRESENT,min,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,PRESENT,spectrum,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,PRESENT,spectrum,natural,bitwise,coam,2,0.8970610686478319,0.8809080783670301,1.0018160397714901,0.897303197541761,0.8768812887509969,1.0021648493322397
B,PRESENT,spectrum,natural,bitwise,coam,4,0.9814341854322655,0.957727394764051,0.982119612910567,0.9761866981819074,0.9570575323501179,0.9761948402475017
B,PRESENT,spectrum,natural,bitwise,coam,8,1.0005171956618573,0.9936177523813511,1.0119289538858238,1.0005051797238873,0.9933045453796289,1.0119778411245015
B,PRESENT,spectrum,natural,bitwise,coam,16,1.0030566652660777,0.9956994678766449,1.0083148210792092,1.001368132156705,0.990580803087346,1.0065438226141348
B,PRESENT,spectrum,natural,bitwise,coam,32,1.007325326978833,0.9992064324418808,1.0085456371206536,1.0048346569114033,0.9970215356544166,1.0051843198428319
B,PRESENT,spectrum,natural,bitwise,coam,64,1.0022481649015411,0.9942490116852403,1.0023891274549444,0.9948957038412739,0.9882573729086735,0.9958998860791679
B,PRESENT,spectrum,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,PRESENT,spectrum,natural,peigen,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,PRESENT,spectrum,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,PRESENT,spectrum,natural,proposed,coam,2,0.8889798631993906,0.825229186996309,0.8907992774023757,0.8845365907859831,0.8220216226368917,0.8905417413872199
B,PRESENT,spectrum,natural,proposed,coam,4,0.9850957043938458,0.974266042284417,1.0025595411338208,0.9783930833615692,0.9688671727691742,1.0025012688487418
B,PRESENT,spectrum,natural,proposed,coam,8,1.0026448893359756,0.9706265724212292,1.0037076446899922,1.0022674090131387,0.964137375313595,1.0034995423069404
B,PRESENT,spectrum,natural,proposed,coam,16,1.0081213933537667,0.9936343576622997,1.0242959004394605,1.0065987840442885,0.9926833459344285,1.0219858362310454
B,PRESENT,spectrum,natural,proposed,coam,32,1.0040476946417578,0.9946934376567994,1.0050035452529584,1.0009071277056054,0.9919022361935261,1.0017502159485108
B,PRESENT,spectrum,natural,proposed,coam,64,1.0199646592396348,0.997264036974099,1.0216342022595812,1.014350687548907,0.991785996792311,1.0155470675148064
B,PRESENT,spectrum,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_00,max,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_00,max,natural,bitwise,coam,2,0.9826585179902845,0.8932457344840949,1.0309231740698859,0.9823828362661906,0.8859212085947373,1.0290585795903755
B,random_n08_00,max,natural,bitwise,coam,4,0.9955828953017627,0.9579278417083689,1.0012825270503234,0.985291212100293,0.9489193701873652,1.001301479356497
B,random_n08_00,max,natural,bitwise,coam,8,0.9601402828488497,0.940186212032664,0.9871884115947425,0.9529784750410399,0.9336684053517912,0.9884439723531828
B,random_n08_00,max,natural,bitwise,coam,16,1.0028068442540916,0.9943496457182982,1.0107432720954184,1.001486399642388,0.9929956997635117,1.0098962069419841
B,random_n08_00,max,natural,bitwise,coam,32,0.9915550965057235,0.9844710433905067,1.002867079795908,0.9886659547670167,0.982342106597208,0.9999531321041705
B,random_n08_00,max,natural,bitwise,coam,64,0.9834775851495217,0.965538782489442,0.9991641624110608,0.9784952183276121,0.9604824945535746,0.994468766821696
B,random_n08_00,max,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_00,max,natural,peigen,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_00,max,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_00,max,natural,proposed,coam,2,0.696776499454217,0.6635060021486291,0.9381327713382508,0.6891963843550883,0.6482951527322777,0.9125025983786117
B,random_n08_00,max,natural,proposed,coam,4,0.8962201000582387,0.832681080555953,1.0097527687342727,0.8738906113490592,0.8138724685891529,1.0087926843882609
B,random_n08_00,max,natural,proposed,coam,8,0.9913123985192928,0.7674473132516827,0.9962389477165374,0.9674664977124882,0.7577813778084665,1.000036577057955
B,random_n08_00,max,natural,proposed,coam,16,0.9866349237737995,0.9865131396188677,1.0027618548914026,0.9843149424046724,0.982091868638545,0.9986846382830185
B,random_n08_00,max,natural,proposed,coam,32,0.9984957543721532,0.9943790745870332,1.0125701896680808,0.9861983659875315,0.9811731549721759,1.0040319786969343
B,random_n08_00,max,natural,proposed,coam,64,0.9997401373514987,0.9815038593765115,1.0025264731454127,0.9814471631539823,0.9588301951816448,0.9841123385509779
B,random_n08_00,max,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_00,min,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_00,min,natural,bitwise,coam,2,0.9809070451696973,0.9759369077860315,1.0494682330798775,0.9794419693524724,0.9756819701317323,1.0613972653642019
B,random_n08_00,min,natural,bitwise,coam,4,0.8893432205127084,0.8190695841032957,0.9025901424807207,0.8883992515905039,0.8115211678149593,0.8921470596902042
B,random_n08_00,min,natural,bitwise,coam,8,1.015193462364813,0.9930920445011205,1.0456755004741027,1.0166462580617721,0.9943425087401657,1.0455489679510053
B,random_n08_00,min,natural,bitwise,coam,16,0.9776228127252452,0.9761015593979974,1.044342982679996,0.9771094588977033,0.976367626405438,1.0547102654131306
B,random_n08_00,min,natural,bitwise,coam,32,0.992661808648666,0.9911114161770359,1.0396457913142216,0.9877834709694647,0.9865528467501271,1.0466790152385437
B,random_n08_00,min,natural,bitwise,coam,64,1.0021768096615056,0.9993415851673023,1.0104866133462325,1.0019796077346337,0.9962171025572123,1.002986754190599
B,random_n08_00,min,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_00,min,natural,peigen,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_00,min,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_00,min,natural,proposed,coam,2,0.9893439040904479,0.9544412015674509,0.9992857976161006,0.9877230201425672,0.9547825668886272,1.0005122348554827
B,random_n08_00,min,natural,proposed,coam,4,0.9486134504602576,0.8671623857061733,1.0033296115738477,0.9340093073517621,0.8542097301844095,1.002840786972749
B,random_n08_00,min,natural,proposed,coam,8,0.996399897869443,0.8024312790671927,1.0020286522159674,0.9973262305616962,0.7959541212590215,1.003876440335185
B,random_n08_00,min,natural,proposed,coam,16,0.9971265808772396,0.9804516917270495,1.000998208368377,0.9957110073005712,0.9796637637521503,1.0026451761300204
B,random_n08_00,min,natural,proposed,coam,32,1.0000094916283837,0.9942192555147492,1.0036378457858128,0.9920722884432487,0.9867285766826039,0.9962964786357814
B,random_n08_00,min,natural,proposed,coam,64,0.9985859897361051,0.9958580351471522,0.9987386552415934,0.9867619796769845,0.9863525148092277,0.9880691215154768
B,random_n08_00,min,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_00,spectrum,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_00,spectrum,natural,bitwise,coam,2,1.0014108144214473,0.9978466409192547,1.0038135454418216,0.9999056216106581,0.9968580194217753,1.003853992828304
B,random_n08_00,spectrum,natural,bitwise,coam,4,0.9462889766499861,0.929868764079771,0.9845702419751586,0.9335887702355797,0.9191535660000918,0.9706070298447758
B,random_n08_00,spectrum,natural,bitwise,coam,8,0.9885747976756534,0.9096958159512978,1.0098934523702814,0.9898906542522508,0.9013142785037087,1.0095334032036483
B,random_n08_00,spectrum,natural,bitwise,coam,16,0.9994585879047471,0.9703534469938603,1.0012775262338527,0.997797062008993,0.9697640841218076,0.9995745588538639
B,random_n08_00,spectrum,natural,bitwise,coam,32,0.999517172982566,0.9974658223353258,1.00334192810669,0.9962870051019365,0.9948401793927436,0.9996867803178829
B,random_n08_00,spectrum,natural,bitwise,coam,64,1.0033270362661202,0.9999276196352505,1.010932485915193,0.9944421967535593,0.9935126798678907,0.9972988111260918
B,random_n08_00,spectrum,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_00,spectrum,natural,peigen,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_00,spectrum,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_00,spectrum,natural,proposed,coam,2,0.9121554006697298,0.9112830614871431,0.9935081832344542,0.8890704685954671,0.8862835858964294,0.990823749983496
B,random_n08_00,spectrum,natural,proposed,coam,4,0.8112644071632935,0.8103190049861907,0.9017395053245646,0.7903954712251802,0.788204175732994,0.876721156511741
B,random_n08_00,spectrum,natural,proposed,coam,8,0.9821510699369399,0.8836922653267545,0.9884864128731545,0.9563626549857535,0.8672681188674308,0.9884958739892519
B,random_n08_00,spectrum,natural,proposed,coam,16,0.992919833281248,0.9624155991114653,1.0229601081982094,0.9909914108795526,0.9609342487445819,1.0236606711337812
B,random_n08_00,spectrum,natural,proposed,coam,32,1.0028503165170395,0.991362826437043,1.0269519597929968,0.9977342552901538,0.9855003691397003,1.021387665149402
B,random_n08_00,spectrum,natural,proposed,coam,64,1.0076002664394414,0.9911090848219132,1.0202028379064028,0.9956210746101518,0.9762001062534298,1.0058954861319607
B,random_n08_00,spectrum,natural,proposed,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_01,max,natural,bitwise,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_01,max,natural,bitwise,coam,2,0.9732100552873578,0.9699629337712631,0.9954564248378751,0.9652064777172368,0.9615115445247754,0.9958230031260106
B,random_n08_01,max,natural,bitwise,coam,4,0.8354881958071804,0.8240314307179213,0.881118286729199,0.8289960095902571,0.8190383624325055,0.8707643202806512
B,random_n08_01,max,natural,bitwise,coam,8,0.9930040941863356,0.9343752012738608,0.9986480171170329,0.9931141372620732,0.9278580115571773,0.9993424396839904
B,random_n08_01,max,natural,bitwise,coam,16,0.9961818510957127,0.9944121568923441,0.9978610473346136,0.9951411278777663,0.9940035658515863,0.9983714552885676
B,random_n08_01,max,natural,bitwise,coam,32,0.9964848315291208,0.9962519156315535,1.0010442742926713,0.9959744504378089,0.9934087168573511,0.9979585345458765
B,random_n08_01,max,natural,bitwise,coam,64,0.9826784613242636,0.9762077010946841,1.0015097062623584,0.9772594589268829,0.9712782262332688,0.9963437147439429
B,random_n08_01,max,natural,bitwise,coam-serial-source,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_01,max,natural,peigen,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_01,max,natural,proposed,coam,1,1.0,1.0,1.0,1.0,1.0,1.0
B,random_n08_01,max,natural,proposed,coam,2,0.871682832686105,0.8701257479168089,0.9883062831163187,0.8725198291113415,0.851752386131504,0.9540757965596022
B,random_n08_01,max,natural,proposed,coam,4,1.0073255472519862,1.0050333558332447,1.0321280276393283,1.0042100896116828,0.9876472747204064,1.0282807598262667
