case,n,m,metric,profile,method,steps,group,scalar_mobius_xor,scalar_component_xor,scalar_elimination_xor,scalar_coefficient_updates,scalar_rollback_xor,scalar_degree_checks,pivot_checks,delta_candidates,delta_coefficients,word_mobius_xor,word_component_xor,word_elimination_xor,word_coefficient_updates,word_rollback_xor,word_degree_checks,top_guard_checks,top_guard_kept,top_guard_fallback,degree_drops,scalar_guard_checks,scalar_guard_kept,scalar_guard_fallback,scalar_degree_drops
random_n08_03,8,8,max,natural,reference-proposed,1664,random,0,0,0,249852,0,2556,0,80366,61594,0,0,0,0,0,0,0,0,0,0,12172,6070,602,41
random_n08_03,8,8,max,high,reference,1280,random,10485760,0,0,0,0,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_03,8,8,max,high,reference-proposed,1280,random,0,0,0,1145154,0,2756,0,370140,285220,0,0,0,0,0,0,0,0,0,0,8968,4434,683,22
random_n08_03,8,8,spectrum,natural,reference,256,random,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_03,8,8,spectrum,natural,reference-proposed,256,random,0,0,0,1212928,0,11905,0,12364,9476,0,0,0,0,0,0,0,0,0,0,59602,29733,2899,135
random_n08_03,8,8,spectrum,high,reference,128,random,1048576,33554432,0,0,0,8355840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_03,8,8,spectrum,high,reference-proposed,128,random,0,0,0,3650816,0,9088,0,37014,28522,0,0,0,0,0,0,0,0,0,0,28518,14096,2206,82
random_n08_04,8,8,min,static,reference,256,random,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_04,8,8,min,static,reference-proposed,256,random,2097152,0,851968,0,0,0,13312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_04,8,8,max,natural,reference,1664,random,13631488,0,0,0,0,3407872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_04,8,8,max,natural,reference-proposed,1664,random,0,0,0,223711,0,2997,0,73255,55913,0,0,0,0,0,0,0,0,0,0,12076,6034,752,28
random_n08_04,8,8,max,high,reference,1280,random,10485760,0,0,0,0,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_04,8,8,max,high,reference-proposed,1280,random,0,0,0,1165246,0,2726,0,370140,285220,0,0,0,0,0,0,0,0,0,0,9022,4541,665,27
random_n08_04,8,8,spectrum,natural,reference,256,random,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_04,8,8,spectrum,natural,reference-proposed,256,random,0,0,0,1101056,0,13709,0,11270,8602,0,0,0,0,0,0,0,0,0,0,58284,29160,3486,123
random_n08_04,8,8,spectrum,high,reference,128,random,1048576,33554432,0,0,0,8355840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_04,8,8,spectrum,high,reference-proposed,128,random,0,0,0,3650816,0,8526,0,37014,28522,0,0,0,0,0,0,0,0,0,0,28530,14181,2143,60
random_n08_05,8,8,min,static,reference,256,random,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_05,8,8,min,static,reference-proposed,256,random,2097152,0,589824,0,0,0,13312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_05,8,8,max,natural,reference,1664,random,13631488,0,0,0,0,3407872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_05,8,8,max,natural,reference-proposed,1664,random,0,0,0,260730,0,2886,0,84578,65078,0,0,0,0,0,0,0,0,0,0,11952,5911,710,27
random_n08_05,8,8,max,high,reference,1280,random,10485760,0,0,0,0,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_05,8,8,max,high,reference-proposed,1280,random,0,0,0,1182564,0,2641,0,370140,285220,0,0,0,0,0,0,0,0,0,0,9207,4638,638,24
random_n08_05,8,8,spectrum,natural,reference,256,random,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_05,8,8,spectrum,natural,reference-proposed,256,random,0,0,0,1281536,0,13378,0,13012,10012,0,0,0,0,0,0,0,0,0,0,58843,29307,3336,125
random_n08_05,8,8,spectrum,high,reference,128,random,1048576,33554432,0,0,0,8355840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_05,8,8,spectrum,high,reference-proposed,128,random,0,0,0,3650816,0,8405,0,37014,28522,0,0,0,0,0,0,0,0,0,0,28381,14223,2086,76
random_n08_06,8,8,min,static,reference,256,random,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_06,8,8,min,static,reference-proposed,256,random,2097152,0,786432,0,0,0,12288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_06,8,8,max,natural,reference,1664,random,13631488,0,0,0,0,3407872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_06,8,8,max,natural,reference-proposed,1664,random,0,0,0,286334,0,2599,0,93015,70577,0,0,0,0,0,0,0,0,0,0,12222,6077,657,29
random_n08_06,8,8,max,high,reference,1280,random,10485760,0,0,0,0,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_06,8,8,max,high,reference-proposed,1280,random,0,0,0,1153110,0,2802,0,370140,285220,0,0,0,0,0,0,0,0,0,0,9052,4457,697,23
random_n08_06,8,8,spectrum,natural,reference,256,random,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_06,8,8,spectrum,natural,reference-proposed,256,random,0,0,0,1389824,0,12479,0,14310,10858,0,0,0,0,0,0,0,0,0,0,59023,29523,3113,132
random_n08_06,8,8,spectrum,high,reference,128,random,1048576,33554432,0,0,0,8355840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_06,8,8,spectrum,high,reference-proposed,128,random,0,0,0,3650816,0,8186,0,37014,28522,0,0,0,0,0,0,0,0,0,0,28363,14262,2071,52
random_n08_07,8,8,min,static,reference,256,random,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_07,8,8,min,static,reference-proposed,256,random,2097152,0,720896,0,0,0,12544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_07,8,8,max,natural,reference,1664,random,13631488,0,0,0,0,3407872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_07,8,8,max,natural,reference-proposed,1664,random,0,0,0,247333,0,2828,0,80431,60515,0,0,0,0,0,0,0,0,0,0,12230,6070,701,31
random_n08_07,8,8,max,high,reference,1280,random,10485760,0,0,0,0,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_07,8,8,max,high,reference-proposed,1280,random,0,0,0,1171896,0,2728,0,370140,285220,0,0,0,0,0,0,0,0,0,0,9106,4565,691,20
random_n08_07,8,8,spectrum,natural,reference,256,random,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_07,8,8,spectrum,natural,reference-proposed,256,random,0,0,0,1191680,0,12808,0,12374,9310,0,0,0,0,0,0,0,0,0,0,59032,29439,3187,142
random_n08_07,8,8,spectrum,high,reference,128,random,1048576,33554432,0,0,0,8355840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_07,8,8,spectrum,high,reference-proposed,128,random,0,0,0,3650816,0,8536,0,37014,28522,0,0,0,0,0,0,0,0,0,0,28449,14187,2134,63
random_n08_08,8,8,min,static,reference,256,random,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_08,8,8,min,static,reference-proposed,256,random,2097152,0,851968,0,0,0,13312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_08,8,8,max,natural,reference,1664,random,13631488,0,0,0,0,3407872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_08,8,8,max,natural,reference-proposed,1664,random,0,0,0,254441,0,2688,0,82771,63427,0,0,0,0,0,0,0,0,0,0,12043,6019,673,24
random_n08_08,8,8,max,high,reference,1280,random,10485760,0,0,0,0,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_08,8,8,max,high,reference-proposed,1280,random,0,0,0,1168494,0,2456,0,370140,285220,0,0,0,0,0,0,0,0,0,0,9095,4584,617,19
random_n08_08,8,8,spectrum,natural,reference,256,random,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_08,8,8,spectrum,natural,reference-proposed,256,random,0,0,0,1249024,0,12971,0,12734,9758,0,0,0,0,0,0,0,0,0,0,58886,29417,3239,110
random_n08_08,8,8,spectrum,high,reference,128,random,1048576,33554432,0,0,0,8355840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_08,8,8,spectrum,high,reference-proposed,128,random,0,0,0,3650816,0,8448,0,37014,28522,0,0,0,0,0,0,0,0,0,0,28362,14222,2096,63
random_n08_09,8,8,min,static,reference,256,random,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_09,8,8,min,static,reference-proposed,256,random,2097152,0,1048576,0,0,0,14336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_09,8,8,max,natural,reference,1664,random,13631488,0,0,0,0,3407872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_09,8,8,max,natural,reference-proposed,1664,random,0,0,0,269948,0,2651,0,87607,66105,0,0,0,0,0,0,0,0,0,0,12339,6161,659,23
random_n08_09,8,8,max,high,reference,1280,random,10485760,0,0,0,0,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_09,8,8,max,high,reference-proposed,1280,random,0,0,0,1179592,0,2723,0,370140,285220,0,0,0,0,0,0,0,0,0,0,9173,4607,672,14
random_n08_09,8,8,spectrum,natural,reference,256,random,2097152,67108864,0,0,0,16711680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_09,8,8,spectrum,natural,reference-proposed,256,random,0,0,0,1301760,0,12596,0,13478,10170,0,0,0,0,0,0,0,0,0,0,59176,29496,3134,135
random_n08_09,8,8,spectrum,high,reference,128,random,1048576,33554432,0,0,0,8355840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n08_09,8,8,spectrum,high,reference-proposed,128,random,0,0,0,3650816,0,8279,0,37014,28522,0,0,0,0,0,0,0,0,0,0,28433,14228,2083,70
random_n09_00,9,9,min,static,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_00,9,9,min,static,reference-proposed,128,random,2654208,0,983040,0,0,0,7680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_00,9,9,max,natural,reference,2688,random,55738368,0,0,0,0,12386304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_00,9,9,max,natural,reference-proposed,2688,random,0,0,0,715536,0,3374,0,194649,159117,0,0,0,0,0,0,0,0,0,0,22004,10996,802,32
random_n09_00,9,9,max,high,reference,640,random,13271040,0,0,0,0,2949120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_00,9,9,max,high,reference-proposed,640,random,0,0,0,1382104,0,1387,0,370140,285220,0,0,0,0,0,0,0,0,0,0,5387,2743,358,1
random_n09_00,9,9,spectrum,natural,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_00,9,9,spectrum,natural,reference-proposed,128,random,0,0,0,1939712,0,9192,0,9269,7577,0,0,0,0,0,0,0,0,0,0,60904,30397,2312,58
random_n09_00,9,9,spectrum,high,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_00,9,9,spectrum,high,reference-proposed,128,random,0,0,0,14603264,0,16983,0,74028,57044,0,0,0,0,0,0,0,0,0,0,57063,28453,4254,61
random_n09_01,9,9,min,static,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_01,9,9,min,static,reference-proposed,128,random,2654208,0,983040,0,0,0,8064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_01,9,9,max,natural,reference,2688,random,55738368,0,0,0,0,12386304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_01,9,9,max,natural,reference-proposed,2688,random,0,0,0,735094,0,3611,0,199626,162414,0,0,0,0,0,0,0,0,0,0,22822,11383,906,25
random_n09_01,9,9,max,high,reference,640,random,13271040,0,0,0,0,2949120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_01,9,9,max,high,reference-proposed,640,random,0,0,0,1250196,0,1282,0,370140,285220,0,0,0,0,0,0,0,0,0,0,4880,2453,337,2
random_n09_01,9,9,spectrum,natural,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_01,9,9,spectrum,natural,reference-proposed,128,random,0,0,0,1979904,0,9307,0,9506,7734,0,0,0,0,0,0,0,0,0,0,60428,30362,2340,67
random_n09_01,9,9,spectrum,high,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_01,9,9,spectrum,high,reference-proposed,128,random,0,0,0,14603264,0,17149,0,74028,57044,0,0,0,0,0,0,0,0,0,0,57005,28405,4304,62
random_n09_02,9,9,min,static,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_02,9,9,min,static,reference-proposed,128,random,2654208,0,720896,0,0,0,8960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_02,9,9,max,natural,reference,2688,random,55738368,0,0,0,0,12386304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_02,9,9,max,natural,reference-proposed,2688,random,0,0,0,813236,0,3251,0,224490,185808,0,0,0,0,0,0,0,0,0,0,21962,11027,832,17
random_n09_02,9,9,max,high,reference,640,random,13271040,0,0,0,0,2949120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_02,9,9,max,high,reference-proposed,640,random,0,0,0,1279948,0,1551,0,370140,285220,0,0,0,0,0,0,0,0,0,0,5004,2464,381,17
random_n09_02,9,9,spectrum,natural,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_02,9,9,spectrum,natural,reference-proposed,128,random,0,0,0,2265088,0,9741,0,10690,8848,0,0,0,0,0,0,0,0,0,0,60666,30304,2394,69
random_n09_02,9,9,spectrum,high,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_02,9,9,spectrum,high,reference-proposed,128,random,0,0,0,14603264,0,16517,0,74028,57044,0,0,0,0,0,0,0,0,0,0,56750,28486,4212,69
random_n09_03,9,9,min,static,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_03,9,9,min,static,reference-proposed,128,random,2654208,0,917504,0,0,0,7808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_03,9,9,max,natural,reference,2688,random,55738368,0,0,0,0,12386304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_03,9,9,max,natural,reference-proposed,2688,random,0,0,0,817162,0,4167,0,225246,175686,0,0,0,0,0,0,0,0,0,0,22928,11469,1046,27
random_n09_03,9,9,max,high,reference,640,random,13271040,0,0,0,0,2949120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_03,9,9,max,high,reference-proposed,640,random,0,0,0,1334952,0,1560,0,370140,285220,0,0,0,0,0,0,0,0,0,0,5179,2589,379,14
random_n09_03,9,9,spectrum,natural,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_03,9,9,spectrum,natural,reference-proposed,128,random,0,0,0,2141696,0,11134,0,10726,8366,0,0,0,0,0,0,0,0,0,0,59832,29895,2809,67
random_n09_03,9,9,spectrum,high,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_03,9,9,spectrum,high,reference-proposed,128,random,0,0,0,14603264,0,16842,0,74028,57044,0,0,0,0,0,0,0,0,0,0,57061,28503,4210,56
random_n09_04,9,9,min,static,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_04,9,9,min,static,reference-proposed,128,random,2654208,0,1245184,0,0,0,7808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_04,9,9,max,natural,reference,2688,random,55738368,0,0,0,0,12386304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_04,9,9,max,natural,reference-proposed,2688,random,0,0,0,851766,0,4071,0,227346,184674,0,0,0,0,0,0,0,0,0,0,22827,11365,936,30
random_n09_04,9,9,max,high,reference,640,random,13271040,0,0,0,0,2949120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_04,9,9,max,high,reference-proposed,640,random,0,0,0,1252508,0,1506,0,370140,285220,0,0,0,0,0,0,0,0,0,0,4866,2414,390,7
random_n09_04,9,9,spectrum,natural,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_04,9,9,spectrum,natural,reference-proposed,128,random,0,0,0,2251264,0,9236,0,10826,8794,0,0,0,0,0,0,0,0,0,0,60770,30375,2327,66
random_n09_04,9,9,spectrum,high,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_04,9,9,spectrum,high,reference-proposed,128,random,0,0,0,14603264,0,16804,0,74028,57044,0,0,0,0,0,0,0,0,0,0,57011,28471,4232,67
random_n09_05,9,9,min,static,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_05,9,9,min,static,reference-proposed,128,random,2654208,0,1114112,0,0,0,8064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_05,9,9,max,natural,reference,2688,random,55738368,0,0,0,0,12386304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_05,9,9,max,natural,reference-proposed,2688,random,0,0,0,868886,0,4185,0,226422,179466,0,0,0,0,0,0,0,0,0,0,23707,11846,1034,27
random_n09_05,9,9,max,high,reference,640,random,13271040,0,0,0,0,2949120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_05,9,9,max,high,reference-proposed,640,random,0,0,0,1328548,0,1503,0,370140,285220,0,0,0,0,0,0,0,0,0,0,5184,2606,368,0
random_n09_05,9,9,spectrum,natural,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_05,9,9,spectrum,natural,reference-proposed,128,random,0,0,0,2187776,0,10188,0,10782,8546,0,0,0,0,0,0,0,0,0,0,60080,30114,2598,55
random_n09_05,9,9,spectrum,high,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_05,9,9,spectrum,high,reference-proposed,128,random,0,0,0,14603264,0,16751,0,74028,57044,0,0,0,0,0,0,0,0,0,0,56970,28488,4222,58
random_n09_06,9,9,min,static,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_06,9,9,min,static,reference-proposed,128,random,2654208,0,1048576,0,0,0,7552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_06,9,9,max,natural,reference,2688,random,55738368,0,0,0,0,12386304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_06,9,9,max,natural,reference-proposed,2688,random,0,0,0,668528,0,4194,0,183246,143976,0,0,0,0,0,0,0,0,0,0,21897,10907,1074,29
random_n09_06,9,9,max,high,reference,640,random,13271040,0,0,0,0,2949120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_06,9,9,max,high,reference-proposed,640,random,0,0,0,1289796,0,1667,0,370140,285220,0,0,0,0,0,0,0,0,0,0,5007,2501,397,5
random_n09_06,9,9,spectrum,natural,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_06,9,9,spectrum,natural,reference-proposed,128,random,0,0,0,1755136,0,11202,0,8726,6856,0,0,0,0,0,0,0,0,0,0,59555,29811,2888,70
random_n09_06,9,9,spectrum,high,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_06,9,9,spectrum,high,reference-proposed,128,random,0,0,0,14603264,0,16612,0,74028,57044,0,0,0,0,0,0,0,0,0,0,57013,28495,4218,56
random_n09_07,9,9,min,static,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_07,9,9,min,static,reference-proposed,128,random,2654208,0,1048576,0,0,0,8576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_07,9,9,max,natural,reference,2688,random,55738368,0,0,0,0,12386304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_07,9,9,max,natural,reference-proposed,2688,random,0,0,0,801229,0,3340,0,211428,176568,0,0,0,0,0,0,0,0,0,0,22348,11206,855,23
random_n09_07,9,9,max,high,reference,640,random,13271040,0,0,0,0,2949120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_07,9,9,max,high,reference-proposed,640,random,0,0,0,1265816,0,1388,0,370140,285220,0,0,0,0,0,0,0,0,0,0,4931,2493,351,1
random_n09_07,9,9,spectrum,natural,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_07,9,9,spectrum,natural,reference-proposed,128,random,0,0,0,2152448,0,9417,0,10068,8408,0,0,0,0,0,0,0,0,0,0,60874,30335,2368,65
random_n09_07,9,9,spectrum,high,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_07,9,9,spectrum,high,reference-proposed,128,random,0,0,0,14603264,0,16694,0,74028,57044,0,0,0,0,0,0,0,0,0,0,57014,28472,4242,54
random_n09_08,9,9,min,static,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_08,9,9,min,static,reference-proposed,128,random,2654208,0,983040,0,0,0,7296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_08,9,9,max,natural,reference,2688,random,55738368,0,0,0,0,12386304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_08,9,9,max,natural,reference-proposed,2688,random,0,0,0,756650,0,3085,0,200844,164010,0,0,0,0,0,0,0,0,0,0,23518,11681,769,14
random_n09_08,9,9,max,high,reference,640,random,13271040,0,0,0,0,2949120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_08,9,9,max,high,reference-proposed,640,random,0,0,0,1232644,0,1496,0,370140,285220,0,0,0,0,0,0,0,0,0,0,4866,2406,358,4
random_n09_08,9,9,spectrum,natural,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_08,9,9,spectrum,natural,reference-proposed,128,random,0,0,0,1999360,0,8007,0,9564,7810,0,0,0,0,0,0,0,0,0,0,61593,30793,1904,70
random_n09_08,9,9,spectrum,high,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_08,9,9,spectrum,high,reference-proposed,128,random,0,0,0,14603264,0,16734,0,74028,57044,0,0,0,0,0,0,0,0,0,0,56913,28467,4250,51
random_n09_09,9,9,min,static,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_09,9,9,min,static,reference-proposed,128,random,2654208,0,851968,0,0,0,7680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_09,9,9,max,natural,reference,2688,random,55738368,0,0,0,0,12386304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_09,9,9,max,natural,reference-proposed,2688,random,0,0,0,804501,0,3488,0,217434,177744,0,0,0,0,0,0,0,0,0,0,22733,11264,883,17
random_n09_09,9,9,max,high,reference,640,random,13271040,0,0,0,0,2949120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_09,9,9,max,high,reference-proposed,640,random,0,0,0,1283616,0,1449,0,370140,285220,0,0,0,0,0,0,0,0,0,0,4968,2493,380,4
random_n09_09,9,9,spectrum,natural,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_09,9,9,spectrum,natural,reference-proposed,128,random,0,0,0,2166784,0,9414,0,10354,8464,0,0,0,0,0,0,0,0,0,0,60874,30359,2335,75
random_n09_09,9,9,spectrum,high,reference,128,random,2654208,150994944,0,0,0,33488896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n09_09,9,9,spectrum,high,reference-proposed,128,random,0,0,0,14603264,0,16616,0,74028,57044,0,0,0,0,0,0,0,0,0,0,56980,28474,4222,73
random_n10_00,10,10,min,static,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_00,10,10,min,static,reference-proposed,128,random,6553600,0,2490368,0,0,0,9472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_00,10,10,max,natural,reference,2048,random,104857600,0,0,0,0,20971520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_00,10,10,max,natural,reference-proposed,2048,random,0,0,0,906786,0,2232,0,214304,177216,0,0,0,0,0,0,0,0,0,0,19759,9962,594,9
random_n10_00,10,10,max,high,reference,256,random,13107200,0,0,0,0,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_00,10,10,max,high,reference-proposed,256,random,0,0,0,1177928,0,659,0,296112,228176,0,0,0,0,0,0,0,0,0,0,2297,1156,166,0
random_n10_00,10,10,spectrum,natural,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random_n10_00,10,10,spectrum,natural,reference-proposed,128,random,0,0,0,5670912,0,15743,0,13394,11076,0,0,0,0,0,0,0,0,0,0,123062,61558,3916,62
random_n10_00,10,10,spectrum,high,reference,128,random,6553600,671088640,0,0,0,134086656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
