case,n,metric,method,steps,group,m,profile,kernel_us_per_step,repeat_q1_us,repeat_q3_us,context_ms,init_ms,kernel_ms,total_ms,input_conversion_ms,state_init_ms
random_n05_05,5,max,reference,5760,random,5,high,0.68715625,0.6843489583333334,0.7611885416666666,0.009362,0.00871,3.95802,3.976813,0.000251,0.008219
random_n05_05,5,max,reference-proposed,5760,random,5,high,0.13741059027777777,0.1363112847222222,0.20694791666666665,0.007778,0.00408,0.791485,0.803263,0.00025,0.00385
random_n05_05,5,max,reference,6400,random,5,natural,0.7067659374999999,0.702738125,0.7108859375,0.013701,0.005051,4.523302,4.544019,0.000251,0.004811
random_n05_05,5,max,reference-proposed,6400,random,5,natural,0.1178840625,0.1170834375,0.11791171875,0.007377,0.003999,0.754458,0.766045,0.00024,0.003759
random_n05_05,5,min,reference,2816,random,5,static,2.300297940340909,2.2995774147727275,2.337419744318182,0.009672,0.009683,6.477639,6.496773,0.00026,0.009432
random_n05_05,5,min,reference-proposed,2816,random,5,static,0.36700639204545454,0.36691157670454544,0.36909517045454543,0.007818,0.004129,1.03349,1.046525,0.00025,0.003868
random_n05_05,5,spectrum,reference,1792,random,5,high,4.4354453125,4.298192522321428,4.553310267857143,0.015115,0.019966,7.948318,7.98391,0.000461,0.019475
random_n05_05,5,spectrum,reference-proposed,1792,random,5,high,0.5502896205357143,0.5481925223214286,0.5758844866071429,0.009973,0.007617,0.986119,1.008081,0.000271,0.007376
random_n05_05,5,spectrum,reference,2048,random,5,natural,4.3765439453125,4.3616904296875,4.51489501953125,0.008099,0.009823,8.963162,8.981084,0.000251,0.009592
random_n05_05,5,spectrum,reference-proposed,2048,random,5,natural,0.49747802734375,0.45180419921875,0.54068798828125,0.015195,0.013973,1.018835,1.048283,0.000482,0.013422
random_n05_06,5,max,reference,5760,random,5,high,0.6905946180555556,0.6895737847222222,0.6949394097222222,0.007889,0.004511,3.977825,3.989873,0.000241,0.00427
random_n05_06,5,max,reference-proposed,5760,random,5,high,0.1480640625,0.14791822916666666,0.17350538194444445,0.015385,0.007938,0.852849,0.876172,0.000491,0.007447
random_n05_06,5,max,reference,6400,random,5,natural,0.7147162499999999,0.71393828125,0.7151584375,0.007647,0.004521,4.574184,4.585991,0.00025,0.00426
random_n05_06,5,max,reference-proposed,6400,random,5,natural,0.119068125,0.11895453125000001,0.1328040625,0.007768,0.004089,0.762036,0.773542,0.000271,0.003818
random_n05_06,5,min,reference,2816,random,5,static,2.285454190340909,2.2559037642045454,2.381150213068182,0.015717,0.019545,6.435839,6.471944,0.000481,0.019064
random_n05_06,5,min,reference-proposed,2816,random,5,static,0.35791086647727277,0.3088284801136364,0.48429971590909093,0.015627,0.007839,1.007877,1.033156,0.000461,0.007378
random_n05_06,5,spectrum,reference,1792,random,5,high,4.099657366071429,4.084069754464286,4.119667410714285,0.007858,0.009943,7.346586,7.364868,0.000261,0.009672
random_n05_06,5,spectrum,reference-proposed,1792,random,5,high,0.5491780133928571,0.5474029017857144,0.5500758928571429,0.007447,0.006936,0.984127,0.99849,0.000251,0.006685
random_n05_06,5,spectrum,reference,2048,random,5,natural,4.23682470703125,4.2116162109375,4.295384765625,0.015527,0.020015,8.677017,8.712559,0.000501,0.019504
random_n05_06,5,spectrum,reference-proposed,2048,random,5,natural,0.45507666015625,0.45047314453125,0.45559814453125,0.007989,0.007186,0.931997,0.946501,0.000251,0.006935
random_n05_07,5,max,reference,5760,random,5,high,0.6576480902777778,0.6500116319444443,0.6679392361111111,0.007888,0.004671,3.788053,3.800612,0.000241,0.00445
random_n05_07,5,max,reference-proposed,5760,random,5,high,0.12524461805555556,0.12389375,0.12749583333333334,0.007869,0.003779,0.721409,0.732855,0.000251,0.003528
random_n05_07,5,max,reference,6400,random,5,natural,0.7138759375,0.7133946875,0.75991421875,0.007918,0.004801,4.568806,4.581525,0.000251,0.00455
random_n05_07,5,max,reference-proposed,6400,random,5,natural,0.11979078124999999,0.11885265625,0.14015796875,0.009552,0.004179,0.766661,0.777848,0.000231,0.003948
random_n05_07,5,min,reference,2816,random,5,static,2.2395465198863636,2.230099786931818,2.2452095170454545,0.007647,0.009873,6.306563,6.324064,0.00026,0.009633
random_n05_07,5,min,reference-proposed,2816,random,5,static,0.3209865056818182,0.31681711647727273,0.37398295454545455,0.007868,0.00432,0.903898,0.915705,0.000251,0.004079
random_n05_07,5,spectrum,reference,1792,random,5,high,4.103749441964285,4.101909598214285,4.10612109375,0.008008,0.010334,7.353919,7.371179,0.000241,0.010073
random_n05_07,5,spectrum,reference-proposed,1792,random,5,high,0.5410329241071429,0.5368783482142857,0.5443169642857143,0.007487,0.007497,0.969531,0.984495,0.000241,0.007247
random_n05_07,5,spectrum,reference,2048,random,5,natural,4.1954208984375,4.18783935546875,4.2331435546875,0.015466,0.01318,8.592222,8.609562,0.000311,0.012869
random_n05_07,5,spectrum,reference-proposed,2048,random,5,natural,0.59514892578125,0.46207958984375,0.59540576171875,0.015316,0.013672,1.218865,1.248969,0.000491,0.013171
random_n05_08,5,max,reference,5760,random,5,high,0.691907986111111,0.6917223958333333,0.7101868055555556,0.009462,0.004691,3.98539,3.999252,0.000241,0.00445
random_n05_08,5,max,reference-proposed,5760,random,5,high,0.1374892361111111,0.13679079861111113,0.15563003472222223,0.012448,0.004631,0.791938,0.809017,0.00026,0.00439
random_n05_08,5,max,reference,6400,random,5,natural,0.714309375,0.71386078125,0.716059375,0.007707,0.004631,4.57158,4.583398,0.00024,0.004411
random_n05_08,5,max,reference-proposed,6400,random,5,natural,0.15697578125,0.11700765625,0.16280406249999999,0.015226,0.007798,1.004645,1.02813,0.000471,0.007327
random_n05_08,5,min,reference,2816,random,5,static,2.2604030539772726,2.2579598721590908,2.2910550426136367,0.015666,0.020016,6.365295,6.401087,0.000481,0.019504
random_n05_08,5,min,reference-proposed,2816,random,5,static,0.35550958806818184,0.3508895596590909,0.36269779829545457,0.007908,0.00433,1.001115,1.012652,0.000251,0.0041
random_n05_08,5,spectrum,reference,1792,random,5,high,4.274247767857143,4.110202008928572,4.4138125,0.015286,0.019575,7.659452,7.695344,0.000431,0.019003
random_n05_08,5,spectrum,reference-proposed,1792,random,5,high,0.5520837053571429,0.5508052455357143,0.5835987723214285,0.007448,0.007097,0.989334,1.003597,0.000251,0.006866
random_n05_08,5,spectrum,reference,2048,random,5,natural,4.19716162109375,4.19491064453125,4.29861279296875,0.007648,0.009663,8.595787,8.612907,0.00025,0.009442
random_n05_08,5,spectrum,reference-proposed,2048,random,5,natural,0.44477685546875,0.44461865234375,0.5208427734375,0.009352,0.006866,0.910903,0.925147,0.00025,0.006626
random_n05_09,5,max,reference,5760,random,5,high,0.7296493055555555,0.7268944444444444,0.7357378472222221,0.007808,0.004531,4.20278,4.214878,0.000241,0.00429
random_n05_09,5,max,reference-proposed,5760,random,5,high,0.1457642361111111,0.14475451388888888,0.14581579861111113,0.007467,0.003809,0.839602,0.851205,0.000241,0.003559
random_n05_09,5,max,reference,6400,random,5,natural,0.70169640625,0.7014521875,0.702335625,0.007447,0.004621,4.490857,4.506705,0.00025,0.0044
random_n05_09,5,max,reference-proposed,6400,random,5,natural,0.11469703125,0.11447796875,0.11521203125,0.007468,0.003829,0.734061,0.745217,0.000241,0.003598
random_n05_09,5,min,reference,2816,random,5,static,2.280834161931818,2.2775539772727273,2.281520596590909,0.008048,0.010254,6.422829,6.44065,0.000261,0.009993
random_n05_09,5,min,reference-proposed,2816,random,5,static,0.35592933238636365,0.35516264204545456,0.3790145596590909,0.009692,0.00424,1.002297,1.015888,0.00026,0.00398
random_n05_09,5,spectrum,reference,1792,random,5,high,4.300239397321429,4.107607142857143,4.388024553571428,0.015205,0.020457,7.706029,7.742243,0.000481,0.019906
random_n05_09,5,spectrum,reference-proposed,1792,random,5,high,0.5751222098214286,0.5549296875,0.6024430803571429,0.015125,0.014383,1.030619,1.060077,0.000501,0.013922
random_n05_09,5,spectrum,reference,2048,random,5,natural,4.18658837890625,4.16012646484375,4.2954404296875,0.007838,0.010424,8.574133,8.614017,0.000261,0.010164
random_n05_09,5,spectrum,reference-proposed,2048,random,5,natural,0.4506064453125,0.449318359375,0.45067236328125,0.007577,0.007036,0.922842,0.937089,0.00025,0.006786
random_n06_00,6,max,reference,3456,random,6,high,1.5935101273148147,1.5931160300925926,1.6373758680555557,0.009743,0.006625,5.507171,5.521774,0.000401,0.006224
random_n06_00,6,max,reference-proposed,3456,random,6,high,0.24621383101851851,0.2451322337962963,0.3693020833333333,0.009622,0.005212,0.850915,0.863976,0.00041,0.004802
random_n06_00,6,max,reference,4992,random,6,natural,1.6704122596153845,1.6641949118589743,1.7791432291666667,0.015977,0.013501,8.338698,8.368747,0.000782,0.012669
random_n06_00,6,max,reference-proposed,4992,random,6,natural,0.1696308092948718,0.15062379807692305,0.18922796474358974,0.015976,0.009983,0.846797,0.872857,0.000792,0.009141
random_n06_00,6,min,reference,1152,random,6,static,9.466084201388888,9.432283854166666,9.497100694444445,0.00862,0.028726,10.904929,10.941654,0.000411,0.028335
random_n06_00,6,min,reference-proposed,1152,random,6,static,0.8908723958333333,0.8882664930555555,0.8945399305555556,0.008308,0.005413,1.026285,1.039656,0.000392,0.00501
random_n06_00,6,spectrum,reference,768,random,6,high,16.441266927083333,16.3774296875,16.549265625,0.007868,0.028735,12.626893,12.66413,0.000431,0.028304
random_n06_00,6,spectrum,reference-proposed,768,random,6,high,1.5003828125,1.4613658854166667,1.5595625,0.016038,0.021339,1.152294,1.174756,0.000832,0.020497
random_n06_00,6,spectrum,reference,1152,random,6,natural,17.72130729166667,17.619460069444447,17.741225694444445,0.015916,0.052662,20.414946,20.474026,0.000802,0.05186
random_n06_00,6,spectrum,reference-proposed,1152,random,6,natural,0.9127222222222222,0.9035477430555555,1.1082977430555556,0.007978,0.014233,1.051456,1.073667,0.000431,0.013812
random_n06_01,6,max,reference,3456,random,6,high,1.5703842592592594,1.562984375,1.5894806134259258,0.010845,0.00833,5.427248,5.441511,0.000531,0.007799
random_n06_01,6,max,reference-proposed,3456,random,6,high,0.23659635416666666,0.23299565972222222,0.23772193287037038,0.007889,0.005172,0.817677,0.830878,0.000421,0.004751
random_n06_01,6,max,reference,4992,random,6,natural,1.7169457131410257,1.6589150641025643,1.7425362580128205,0.016257,0.01345,8.570993,8.600762,0.000832,0.012629
random_n06_01,6,max,reference-proposed,4992,random,6,natural,0.1468515625,0.1455118189102564,0.14735837339743588,0.008048,0.005443,0.733083,0.746163,0.000421,0.005052
random_n06_01,6,min,reference,1152,random,6,static,9.564457465277778,9.399537326388888,9.762197916666667,0.016789,0.059076,11.018255,11.09462,0.000802,0.058284
random_n06_01,6,min,reference-proposed,1152,random,6,static,0.9009774305555556,0.8940069444444445,1.0209609375,0.016647,0.010885,1.037926,1.065458,0.000792,0.010054
random_n06_01,6,spectrum,reference,768,random,6,high,15.562067708333334,15.50468359375,15.625346354166666,0.009662,0.037086,11.951668,11.988745,0.000401,0.036694
random_n06_01,6,spectrum,reference-proposed,768,random,6,high,1.5709440104166668,1.53319921875,1.6025989583333333,0.016218,0.027804,1.206485,1.250817,0.000812,0.026972
random_n06_01,6,spectrum,reference,1152,random,6,natural,16.414629340277777,16.38730902777778,16.498763020833334,0.008099,0.028586,18.909653,18.946338,0.000411,0.028185
random_n06_01,6,spectrum,reference-proposed,1152,random,6,natural,0.8715842013888889,0.8649947916666666,0.8798975694444444,0.008129,0.014102,1.004065,1.025905,0.000401,0.013711
random_n06_02,6,max,reference,3456,random,6,high,1.6230101273148148,1.594410011574074,1.6465946180555557,0.016218,0.01309,5.609123,5.638662,0.000802,0.012288
random_n06_02,6,max,reference-proposed,3456,random,6,high,0.27858651620370367,0.24494907407407407,0.33306163194444444,0.016037,0.010283,0.962795,0.989115,0.000842,0.009441
random_n06_02,6,max,reference,4992,random,6,natural,1.6585164262820513,1.6578609775641024,1.7022179487179487,0.007998,0.006605,8.279314,8.293677,0.000401,0.006214
random_n06_02,6,max,reference-proposed,4992,random,6,natural,0.1555761217948718,0.1501736778846154,0.2049903846153846,0.016308,0.010072,0.776636,0.803027,0.000801,0.00924
random_n06_02,6,min,reference,1152,random,6,static,9.528763020833335,9.450328993055555,9.629578993055555,0.00862,0.028636,10.977135,11.052116,0.000431,0.028235
random_n06_02,6,min,reference-proposed,1152,random,6,static,0.8498411458333334,0.8469635416666667,0.851037326388889,0.008469,0.005773,0.979017,0.992879,0.000411,0.005262
random_n06_02,6,spectrum,reference,768,random,6,high,16.357494791666667,16.333645833333335,16.522654947916667,0.00839,0.03442,12.562556,12.59888,0.000401,0.034029
random_n06_02,6,spectrum,reference-proposed,768,random,6,high,1.459953125,1.45768359375,1.4632369791666668,0.008068,0.013762,1.121244,1.143636,0.000401,0.013361
random_n06_02,6,spectrum,reference,1152,random,6,natural,17.456578125,17.39376215277778,17.46765190972222,0.009612,0.028366,20.109978,20.147956,0.00042,0.027946
random_n06_02,6,spectrum,reference-proposed,1152,random,6,natural,0.8938307291666666,0.8900598958333333,0.8985711805555555,0.008039,0.014132,1.029693,1.056625,0.000411,0.013721
random_n06_03,6,max,reference,3456,random,6,high,1.592828125,1.5834618055555556,1.6103888888888889,0.007878,0.006725,5.504814,5.519138,0.000411,0.006314
random_n06_03,6,max,reference-proposed,3456,random,6,high,0.2574754050925926,0.24171209490740742,0.29230497685185186,0.016077,0.010003,0.889835,0.916085,0.000832,0.009161
random_n06_03,6,max,reference,4992,random,6,natural,1.6880366586538462,1.6865164262820513,1.6899609375,0.00837,0.007067,8.426679,8.441955,0.00041,0.006657
random_n06_03,6,max,reference-proposed,4992,random,6,natural,0.18121053685897437,0.15077504006410256,0.25618469551282047,0.016127,0.009933,0.904603,0.930663,0.000791,0.009142
random_n06_03,6,min,reference,1152,random,6,static,9.356204861111111,9.353524305555554,9.365732638888888,0.008419,0.029127,10.778348,10.816125,0.000391,0.028726
random_n06_03,6,min,reference-proposed,1152,random,6,static,0.9441822916666667,0.9376866319444445,0.9745008680555556,0.00844,0.005593,1.087698,1.10158,0.000431,0.005182
random_n06_03,6,spectrum,reference,768,random,6,high,15.71800390625,15.6766171875,15.838131510416666,0.008409,0.029659,12.071427,12.109174,0.000401,0.029258
random_n06_03,6,spectrum,reference-proposed,768,random,6,high,1.4574361979166668,1.4533268229166667,1.4598567708333332,0.007919,0.014463,1.119311,1.141693,0.000401,0.014062
random_n06_03,6,spectrum,reference,1152,random,6,natural,16.968902777777778,16.84172829861111,17.15004861111111,0.016027,0.059467,19.548176,19.624652,0.000792,0.058675
random_n06_03,6,spectrum,reference-proposed,1152,random,6,natural,0.8952552083333334,0.8931588541666666,0.9002552083333334,0.008329,0.014062,1.031334,1.052813,0.000391,0.013661
random_n06_04,6,max,reference,3456,random,6,high,1.576324074074074,1.5722693865740742,1.6144383680555556,0.0084,0.007146,5.447776,5.46215,0.000421,0.006725
random_n06_04,6,max,reference-proposed,3456,random,6,high,0.23834027777777778,0.23808449074074073,0.2405300925925926,0.007758,0.005091,0.823704,0.836905,0.000411,0.00469
random_n06_04,6,max,reference,4992,random,6,natural,1.6539072516025641,1.6497686298076923,1.6643731971153846,0.007929,0.006695,8.256305,8.270528,0.000411,0.006294
random_n06_04,6,max,reference-proposed,4992,random,6,natural,0.14570372596153847,0.145640625,0.146734375,0.008279,0.005232,0.727353,0.741251,0.000391,0.004821
random_n06_04,6,min,reference,1152,random,6,static,9.362559027777777,9.361995659722222,9.473047743055554,0.008249,0.028876,10.785668,10.822793,0.000401,0.028475
random_n06_04,6,min,reference-proposed,1152,random,6,static,0.8712300347222222,0.8699696180555555,1.0038168402777778,0.008289,0.005372,1.003657,1.017318,0.000431,0.004981
random_n06_04,6,spectrum,reference,768,random,6,high,15.608345052083333,15.600240885416666,15.7304375,0.009623,0.029067,11.987209,12.024435,0.000411,0.028655
random_n06_04,6,spectrum,reference-proposed,768,random,6,high,1.4592278645833332,1.4537890625,1.5062994791666668,0.008249,0.013992,1.120687,1.142928,0.000401,0.013581
random_n06_04,6,spectrum,reference,1152,random,6,natural,16.484069444444444,16.462032986111108,16.9001796875,0.016168,0.032315,18.989648,19.042129,0.000521,0.031794
random_n06_04,6,spectrum,reference-proposed,1152,random,6,natural,0.8986649305555555,0.8928133680555556,0.902443576388889,0.00877,0.014203,1.035262,1.062588,0.000421,0.013782
random_n06_05,6,max,reference,3456,random,6,high,1.5488075810185185,1.5461319444444444,1.5659048032407406,0.00832,0.007036,5.352679,5.367854,0.000521,0.006635
random_n06_05,6,max,reference-proposed,3456,random,6,high,0.2311484375,0.23034722222222223,0.2327974537037037,0.008309,0.005172,0.798849,0.812641,0.000411,0.004781
random_n06_05,6,max,reference,4992,random,6,natural,1.6666268028846154,1.6583760016025642,1.6963153044871795,0.008139,0.006565,8.319801,8.334204,0.000411,0.006184
random_n06_05,6,max,reference-proposed,4992,random,6,natural,0.14534254807692307,0.14423617788461537,0.1467049278846154,0.007908,0.005232,0.72555,0.73867,0.000401,0.004841
random_n06_05,6,min,reference,1152,random,6,static,9.406605902777777,9.406115451388889,9.408374131944445,0.008349,0.029057,10.83641,10.875282,0.000401,0.028656
random_n06_05,6,min,reference-proposed,1152,random,6,static,1.1488506944444443,0.8886085069444445,1.2560442708333333,0.016358,0.010785,1.323476,1.351761,0.000833,0.009943
random_n06_05,6,spectrum,reference,768,random,6,high,15.639928385416667,15.638971354166666,15.6428984375,0.007819,0.029318,12.011465,12.048511,0.000401,0.028907
random_n06_05,6,spectrum,reference-proposed,768,random,6,high,1.4538203125,1.4503111979166667,1.83412109375,0.008299,0.014724,1.116534,1.138034,0.000431,0.014323
random_n06_05,6,spectrum,reference,1152,random,6,natural,16.48997829861111,16.463567708333333,16.504244791666668,0.00863,0.029769,18.996455,19.033842,0.000401,0.029378
random_n06_05,6,spectrum,reference-proposed,1152,random,6,natural,0.8698585069444444,0.8686918402777778,0.871046875,0.008319,0.014624,1.002077,1.026389,0.000391,0.014233
random_n06_06,6,max,reference,3456,random,6,high,1.5781961805555556,1.576378761574074,1.5884019097222222,0.008098,0.006354,5.454246,5.46938,0.000401,0.005964
random_n06_06,6,max,reference-proposed,3456,random,6,high,0.30405960648148145,0.24117824074074073,0.3073020833333333,0.015977,0.010113,1.05083,1.077071,0.000822,0.009233
random_n06_06,6,max,reference,4992,random,6,natural,1.6691033653846155,1.6673291266025643,1.6750530849358976,0.007918,0.006836,8.332164,8.346848,0.000401,0.006435
random_n06_06,6,max,reference-proposed,4992,random,6,natural,0.14790164262820513,0.14760717147435898,0.14824739583333335,0.007808,0.004992,0.738325,0.751395,0.000421,0.004571
random_n06_06,6,min,reference,1152,random,6,static,9.384190104166667,9.356418402777777,9.591803819444445,0.008539,0.029579,10.810587,10.848436,0.00041,0.029168
random_n06_06,6,min,reference-proposed,1152,random,6,static,0.8668758680555555,0.8663116319444445,0.8733715277777778,0.008209,0.005503,0.998641,1.012123,0.000411,0.005092
random_n06_06,6,spectrum,reference,768,random,6,high,15.59994921875,15.591756510416666,15.61556640625,0.008429,0.029328,11.980761,12.017647,0.000411,0.028907
random_n06_06,6,spectrum,reference-proposed,768,random,6,high,1.4457083333333332,1.4415885416666667,1.4523450520833332,0.007998,0.013962,1.110304,1.132004,0.00041,0.013552
random_n06_06,6,spectrum,reference,1152,random,6,natural,16.79976736111111,16.60857986111111,16.82381684027778,0.008128,0.029447,19.353332,19.445696,0.000411,0.029036
random_n06_06,6,spectrum,reference-proposed,1152,random,6,natural,0.8887404513888889,0.8870824652777778,0.8975269097222222,0.00833,0.014333,1.023829,1.04606,0.000472,0.013892
random_n06_07,6,max,reference,3456,random,6,high,1.5773240740740742,1.5761767939814815,1.5804901620370368,0.007838,0.006515,5.451232,5.465736,0.0004,0.006104
random_n06_07,6,max,reference-proposed,3456,random,6,high,0.24066840277777776,0.24051475694444446,0.2794421296296296,0.00835,0.005282,0.83175,0.844851,0.000411,0.004911
random_n06_07,6,max,reference,4992,random,6,natural,1.6516532451923076,1.6513277243589743,1.724316907051282,0.008459,0.006786,8.245053,8.259506,0.000391,0.006395
random_n06_07,6,max,reference-proposed,4992,random,6,natural,0.14612920673076923,0.14609895833333333,0.21306350160256413,0.009903,0.005492,0.729477,0.744793,0.000401,0.005091
random_n06_07,6,min,reference,1152,random,6,static,9.402725694444445,9.366415798611111,9.416980034722222,0.010043,0.028536,10.83194,10.886849,0.000391,0.028145
random_n06_07,6,min,reference-proposed,1152,random,6,static,1.052099826388889,1.0146493055555554,1.138810763888889,0.016699,0.011246,1.212019,1.239864,0.000812,0.010404
random_n06_07,6,spectrum,reference,768,random,6,high,15.75988671875,15.65646875,15.885166666666667,0.008359,0.029117,12.103593,12.178727,0.000491,0.028696
random_n06_07,6,spectrum,reference-proposed,768,random,6,high,1.4382174479166667,1.4366106770833333,1.58141796875,0.008069,0.014383,1.104551,1.126151,0.000421,0.013962
random_n06_07,6,spectrum,reference,1152,random,6,natural,16.497283854166668,16.44143229166667,16.522019965277778,0.00863,0.029177,19.004871,19.044293,0.00041,0.028786
random_n06_07,6,spectrum,reference-proposed,1152,random,6,natural,0.8925789930555555,0.8876935763888889,1.0566067708333333,0.008309,0.014584,1.028251,1.050192,0.000401,0.014183
random_n06_08,6,max,reference,3456,random,6,high,1.598741898148148,1.5934311342592593,1.6714560185185185,0.016097,0.01291,5.525252,5.55472,0.000812,0.012098
random_n06_08,6,max,reference-proposed,3456,random,6,high,0.3506889467592592,0.24348495370370368,0.40336747685185187,0.016288,0.010073,1.211981,1.238813,0.000812,0.009251
random_n06_08,6,max,reference,4992,random,6,natural,1.6712900641025643,1.6658189102564103,1.6747445913461538,0.008118,0.006836,8.34308,8.357513,0.000401,0.006435
random_n06_08,6,max,reference-proposed,4992,random,6,natural,0.1451716746794872,0.1447502003205128,0.14677704326923077,0.008029,0.004952,0.724697,0.737788,0.000401,0.004571
random_n06_08,6,min,reference,1152,random,6,static,9.440885416666665,9.398422743055555,9.621897569444446,0.016668,0.059167,10.8759,10.913864,0.000782,0.058345
random_n06_08,6,min,reference-proposed,1152,random,6,static,0.9725043402777779,0.9724565972222222,0.9852170138888889,0.0083,0.005683,1.120325,1.134493,0.000391,0.005282
random_n06_08,6,spectrum,reference,768,random,6,high,16.023110677083334,15.585609375,16.415859375,0.016137,0.058926,12.305749,12.381072,0.000822,0.058084
random_n06_08,6,spectrum,reference-proposed,768,random,6,high,1.4604661458333332,1.4441588541666668,1.5162864583333333,0.007858,0.014924,1.121638,1.143298,0.000392,0.014544
random_n06_08,6,spectrum,reference,1152,random,6,natural,16.7182109375,16.701493055555556,16.733736979166668,0.007978,0.028685,19.259379,19.296856,0.000411,0.028274
random_n06_08,6,spectrum,reference-proposed,1152,random,6,natural,0.871953125,0.8700503472222222,0.882578125,0.008439,0.014132,1.00449,1.028074,0.000401,0.013731
random_n06_09,6,max,reference,3456,random,6,high,1.579919849537037,1.5780211226851852,1.6674076967592593,0.010344,0.006966,5.460203,5.475318,0.000401,0.006565
random_n06_09,6,max,reference-proposed,3456,random,6,high,0.24130642361111113,0.2407907986111111,0.24142274305555556,0.007889,0.004961,0.833955,0.846715,0.000401,0.00456
random_n06_09,6,max,reference,4992,random,6,natural,1.6560576923076924,1.652781450320513,1.6611736778846156,0.008189,0.006745,8.26704,8.282165,0.000391,0.006364
random_n06_09,6,max,reference-proposed,4992,random,6,natural,0.15264383012820515,0.14792467948717947,0.20722716346153847,0.015957,0.010103,0.761998,0.788058,0.000762,0.009341
random_n06_09,6,min,reference,1152,random,6,static,9.347263020833333,9.327019965277778,9.385013020833334,0.00861,0.029228,10.768047,10.804471,0.000401,0.028797
random_n06_09,6,min,reference-proposed,1152,random,6,static,0.9239036458333334,0.8246414930555556,1.0947769097222222,0.016498,0.010675,1.064337,1.09177,0.000802,0.009873
random_n06_09,6,spectrum,reference,768,random,6,high,15.658234375,15.562416666666666,15.721885416666666,0.007818,0.028856,12.025524,12.062107,0.00041,0.028455
random_n06_09,6,spectrum,reference-proposed,768,random,6,high,1.4561002604166668,1.45261328125,1.46038671875,0.008109,0.014032,1.118285,1.141579,0.000401,0.013651
random_n06_09,6,spectrum,reference,1152,random,6,natural,16.55105295138889,16.47913020833333,16.6209921875,0.016238,0.036494,19.066813,19.142638,0.000822,0.035632
random_n06_09,6,spectrum,reference-proposed,1152,random,6,natural,0.92384375,0.8839956597222222,0.9281006944444444,0.016247,0.028115,1.064268,1.108731,0.000812,0.027203
random_n07_00,7,max,reference,2176,random,7,high,3.60796875,3.596841911764706,3.6152463235294117,0.010915,0.010434,7.85094,7.872038,0.000782,0.009652
random_n07_00,7,max,reference-proposed,2176,random,7,high,0.4573469669117647,0.4342022058823529,0.5297693014705883,0.011638,0.007036,0.995187,1.012537,0.000812,0.006255
random_n07_00,7,max,reference,2176,random,7,natural,3.8897504595588233,3.875510569852941,3.915245404411765,0.010695,0.010434,8.464097,8.485166,0.000802,0.009682
random_n07_00,7,max,reference-proposed,2176,random,7,natural,0.1921594669117647,0.1878828125,0.19569301470588235,0.011467,0.007036,0.418139,0.437164,0.000792,0.006244
random_n07_00,7,min,reference,384,random,7,static,45.698559895833334,45.61034375,46.67629427083334,0.00878,0.145771,17.548247,17.720197,0.000792,0.145019
random_n07_00,7,min,reference-proposed,384,random,7,static,2.3683828125,2.3641015625,2.3717473958333333,0.008821,0.011246,0.909459,0.930077,0.000781,0.010464
random_n07_00,7,spectrum,reference,256,random,7,high,68.78943359375,68.6994453125,69.05055859375,0.011337,0.103437,17.610095,17.724699,0.000802,0.102656
random_n07_00,7,spectrum,reference-proposed,256,random,7,high,4.67313671875,4.65262890625,4.69658203125,0.011527,0.052291,1.196323,1.259458,0.000812,0.051509
random_n07_00,7,spectrum,reference,640,random,7,natural,72.895625,72.7796921875,72.909921875,0.011416,0.103909,46.6532,46.775531,0.000792,0.103118
random_n07_00,7,spectrum,reference-proposed,640,random,7,natural,1.901046875,1.8968171875,1.9141515624999998,0.010855,0.052711,1.21667,1.279395,0.000782,0.051929
random_n07_01,7,max,reference,2176,random,7,high,3.600893382352941,3.5884053308823534,3.611698069852941,0.021659,0.021128,7.835544,7.879238,0.001594,0.019534
random_n07_01,7,max,reference-proposed,2176,random,7,high,0.4104462316176471,0.4098598345588235,0.42220358455882356,0.010845,0.006826,0.893131,0.9101,0.000802,0.006034
random_n07_01,7,max,reference,2176,random,7,natural,3.8941773897058822,3.893377757352941,3.895131433823529,0.011146,0.010605,8.47373,8.497385,0.000813,0.009741
random_n07_01,7,max,reference-proposed,2176,random,7,natural,0.1969342830882353,0.1944246323529412,0.1969738051470588,0.010946,0.006645,0.428529,0.445678,0.000792,0.005863
random_n07_01,7,min,reference,384,random,7,static,45.92457291666666,45.2231875,46.03449479166667,0.008921,0.106793,17.635036,17.793376,0.000792,0.106001
random_n07_01,7,min,reference-proposed,384,random,7,static,2.42453125,2.4128619791666663,2.5163541666666664,0.00903,0.011487,0.93102,0.951366,0.000792,0.010695
random_n07_01,7,spectrum,reference,256,random,7,high,69.03397265625,68.58712109375,69.60608203125,0.0219,0.211467,17.672697,17.907749,0.001604,0.209863
random_n07_01,7,spectrum,reference-proposed,256,random,7,high,4.9216875,4.72634375,5.2733359375,0.011887,0.053935,1.259952,1.321374,0.000782,0.053163
random_n07_01,7,spectrum,reference,640,random,7,natural,73.1008421875,72.9885375,73.41055937499999,0.010735,0.110264,46.784539,46.905467,0.001603,0.103487
random_n07_01,7,spectrum,reference-proposed,640,random,7,natural,2.0412375,1.9424718749999998,2.051725,0.011908,0.053583,1.306392,1.367934,0.000772,0.052812
random_n07_02,7,max,reference,2176,random,7,high,3.6372849264705884,3.6247647058823533,3.6578782169117647,0.011206,0.010765,7.914732,7.93569,0.000812,0.009923
