case,n,metric,method,steps,group,m,profile,kernel_us_per_step,repeat_q1_us,repeat_q3_us,context_ms,init_ms,kernel_ms,total_ms,input_conversion_ms,state_init_ms
random_n13_08,13,max,reference-proposed,48,random,13,high,22.616229166666667,22.555375,22.9594375,0.081358,1.114297,1.085579,2.315935,0.07767,1.035395
random_n13_08,13,max,reference,280,random,13,natural,826.4972928571428,826.43035,828.8756642857143,0.080444,1.587565,231.419242,233.101447,0.078421,1.509607
random_n13_08,13,max,reference-proposed,280,random,13,natural,1.3479714285714286,1.3318857142857143,1.4008392857142857,0.082444,1.134951,0.377432,1.601489,0.078101,1.05685
random_n13_08,13,min,reference,8,random,13,static,454564.719625,454287.25625,456137.23,0.083634,454.679476,3636.517757,4091.178903,0.07826,454.600894
random_n13_08,13,min,reference-proposed,8,random,13,static,487.384875,482.4365,489.220625,0.086148,1.265451,3.899079,5.236599,0.077931,1.18752
random_n13_08,13,spectrum,reference,8,random,13,high,457457.02225,455164.18,457700.994625,0.084426,457.206713,3659.656178,4117.827798,0.078504,457.128713
random_n13_08,13,spectrum,reference-proposed,8,random,13,high,12733.029625,12722.0565,12808.966375,0.084775,177.03438,101.864237,279.590886,0.078081,176.956791
random_n13_08,13,spectrum,reference,8,random,13,natural,456396.027875,454797.897625,456635.927875,0.082099,456.68283,3651.168223,4107.932421,0.078471,456.599447
random_n13_08,13,spectrum,reference-proposed,8,random,13,natural,3576.594125,3572.8625,3592.048375,0.084535,179.683703,28.612753,208.310957,0.078081,179.599509
random_n13_09,13,max,reference,48,random,13,high,834.5653958333334,833.4616458333334,838.5540416666666,0.082431,1.632063,40.059139,41.835998,0.078261,1.553391
random_n13_09,13,max,reference-proposed,48,random,13,high,21.432375,21.17908333333333,21.750666666666667,0.081768,1.119731,1.028754,2.248204,0.07798,1.041741
random_n13_09,13,max,reference,280,random,13,natural,823.9945071428572,822.3900357142857,825.5971571428571,0.080837,1.588755,230.718462,232.430634,0.078297,1.510414
random_n13_09,13,max,reference-proposed,280,random,13,natural,1.4633714285714285,1.4115321428571428,1.4659892857142856,0.083131,1.119786,0.409744,1.614297,0.07824,1.041439
random_n13_09,13,min,reference,8,random,13,static,456915.427125,456854.98225,457327.589,0.08226,457.683031,3655.323417,4113.086511,0.077527,457.605504
random_n13_09,13,min,reference-proposed,8,random,13,static,487.649125,487.330375,503.171625,0.084396,1.261638,3.901193,5.252445,0.077747,1.180495
random_n13_09,13,spectrum,reference,8,random,13,high,457923.638125,453721.877875,457976.197875,0.080696,457.829648,3663.389105,4121.687923,0.078269,457.751498
random_n13_09,13,spectrum,reference-proposed,8,random,13,high,12414.07025,12410.221625,12433.963625,0.083803,179.604857,99.312562,279.762948,0.07782,179.526687
random_n13_09,13,spectrum,reference,8,random,13,natural,453599.852125,453467.443875,456436.777875,0.083094,454.035875,3628.798817,4082.917786,0.078122,453.958194
random_n13_09,13,spectrum,reference-proposed,8,random,13,natural,3342.293625,3334.573875,3363.117125,0.083653,177.839049,26.738349,204.569245,0.078042,177.761758
random_n14_00,14,max,reference,24,random,14,high,1864.1113333333333,1861.57825,1864.2305,0.142298,3.490621,44.738672,48.362559,0.168415,3.321931
random_n14_00,14,max,reference-proposed,24,random,14,high,48.540375,47.86879166666667,48.62116666666667,0.144684,2.452909,1.164969,3.761769,0.168008,2.284571
random_n14_00,14,max,reference,296,random,14,natural,1854.681402027027,1853.9457567567567,1855.4191824324325,0.14426,3.495859,548.985695,552.624989,0.168991,3.303379
random_n14_00,14,max,reference-proposed,296,random,14,natural,2.002658783783784,1.9708986486486488,2.026212837837838,0.14522,2.484307,0.592787,3.232884,0.168119,2.310141
random_n14_00,14,min,reference,8,random,14,static,1875188.614375,1867578.823875,1875544.555375,0.151982,1872.28068,15001.508915,16879.762484,0.16892,1872.105848
random_n14_00,14,min,reference-proposed,8,random,14,static,1121.629125,1120.68275,1131.4615,0.150027,2.775955,8.973033,11.881629,0.168088,2.607867
random_n14_00,14,spectrum,reference,8,random,14,high,1868770.913375,1868531.01,1869433.443,0.152173,1869.406995,14950.167307,16824.437459,0.168431,1869.238069
random_n14_00,14,spectrum,reference-proposed,8,random,14,high,50033.039375,49647.231625,50157.340125,0.145187,706.608416,400.264315,1104.757552,0.167379,706.436797
random_n14_00,14,spectrum,reference,8,random,14,natural,1869089.404,1868875.8045,1871497.001,0.149235,1873.903442,14952.715232,16832.74435,0.168188,1873.735585
random_n14_00,14,spectrum,reference-proposed,8,random,14,natural,6500.41475,6489.633625,6522.6865,0.145365,695.165149,52.003318,747.317391,0.168659,694.99649
random_n14_01,14,max,reference,24,random,14,high,1864.2685416666668,1863.5443333333333,1865.0525416666667,0.14331,3.459446,44.742445,48.356216,0.168829,3.291237
random_n14_01,14,max,reference-proposed,24,random,14,high,46.538666666666664,46.37175,46.82375,0.146077,2.438359,1.116928,3.695772,0.167688,2.270311
random_n14_01,14,max,reference,296,random,14,natural,1855.0910371621621,1854.5498614864864,1855.3583986486487,0.141642,3.502791,549.106947,552.74924,0.16898,3.334492
random_n14_01,14,max,reference-proposed,296,random,14,natural,2.3367297297297296,2.3218378378378377,2.3644155405405405,0.146467,2.453995,0.691672,3.290982,0.168234,2.285761
random_n14_01,14,min,reference,8,random,14,static,1874808.2485,1874553.380125,1874977.773125,0.143763,1870.319064,14998.465988,16868.573461,0.167867,1870.150843
random_n14_01,14,min,reference-proposed,8,random,14,static,1132.956875,1116.996,1133.392125,0.148662,2.768617,9.063655,11.910575,0.167096,2.600139
random_n14_01,14,spectrum,reference,8,random,14,high,1868538.42475,1865474.969875,1871592.954875,0.149256,1869.646633,14948.307398,16818.103287,0.167978,1869.478494
random_n14_01,14,spectrum,reference-proposed,8,random,14,high,48973.217875,48909.691125,48973.6145,0.147401,705.019502,391.785743,1096.898155,0.172078,704.845328
random_n14_01,14,spectrum,reference,8,random,14,natural,1868850.040625,1863848.30025,1870095.843375,0.146267,1866.779349,14950.800325,16814.623837,0.169059,1866.609868
random_n14_01,14,spectrum,reference-proposed,8,random,14,natural,10771.49725,10731.720875,10838.925625,0.146456,699.53488,86.171978,785.856553,0.167687,699.367906
random_n14_02,14,max,reference,24,random,14,high,1864.7185833333333,1863.059,1865.2086666666667,0.140801,3.502368,44.753246,48.420297,0.168223,3.334229
random_n14_02,14,max,reference-proposed,24,random,14,high,52.129583333333336,52.03520833333334,52.156375,0.143401,2.459098,1.25111,3.855314,0.168068,2.29109
random_n14_02,14,max,reference,296,random,14,natural,1857.3215033783786,1855.5505777027026,1858.1456891891892,0.143901,3.543021,549.767165,553.466104,0.168556,3.374752
random_n14_02,14,max,reference-proposed,296,random,14,natural,3.0572027027027024,2.995591216216216,3.081716216216216,0.144824,2.450416,0.904932,3.52139,0.167867,2.279867
random_n14_02,14,min,reference,8,random,14,static,1869373.157625,1865735.91975,1874229.008875,0.145678,1869.622919,14954.985261,16824.757437,0.16886,1869.449155
random_n14_02,14,min,reference-proposed,8,random,14,static,1150.03575,1148.473125,1151.914375,0.14708,2.764024,9.200286,12.124296,0.172759,2.597037
random_n14_02,14,spectrum,reference,8,random,14,high,1871470.186375,1868697.898375,1877718.974875,0.147831,1870.228802,14971.761491,16842.142774,0.168298,1870.053989
random_n14_02,14,spectrum,reference-proposed,8,random,14,high,48968.527625,48859.027625,49096.2635,0.147307,698.064685,391.748221,1090.855378,0.167839,697.896557
random_n14_02,14,spectrum,reference,8,random,14,natural,1869967.839125,1865865.472625,1875250.873625,0.143111,1872.508817,14959.742713,16827.801591,0.168861,1872.339956
random_n14_02,14,spectrum,reference-proposed,8,random,14,natural,13989.396375,13957.2385,14083.353625,0.145605,708.369578,111.915171,820.174746,0.168078,708.20148
random_n14_03,14,max,reference,24,random,14,high,1867.0541666666668,1866.91675,1869.3204166666667,0.143741,3.505701,44.8093,48.515093,0.168209,3.337384
random_n14_03,14,max,reference-proposed,24,random,14,high,52.388041666666666,52.140875,52.558125,0.149976,2.442149,1.257313,3.845429,0.168228,2.273329
random_n14_03,14,max,reference,296,random,14,natural,1855.8521182432432,1855.6415168918918,1857.5604695945945,0.145114,3.498794,549.332227,552.977891,0.16851,3.330765
random_n14_03,14,max,reference-proposed,296,random,14,natural,1.3870304054054055,1.3415777027027027,1.3917702702702701,0.145437,2.450325,0.410561,3.007726,0.168688,2.281784
random_n14_03,14,min,reference,8,random,14,static,1870537.410125,1870405.70025,1870729.5975,0.144663,1870.635226,14964.299281,16836.628236,0.168221,1870.466497
random_n14_03,14,min,reference-proposed,8,random,14,static,1118.29675,1116.894875,1118.652375,0.14719,2.801959,8.946374,11.884659,0.16737,2.634693
random_n14_03,14,spectrum,reference,8,random,14,high,1878245.8505,1871960.146875,1879244.942875,0.143412,1877.761457,15025.966804,16903.877867,0.16849,1877.592928
random_n14_03,14,spectrum,reference-proposed,8,random,14,high,50092.5705,50021.881625,50138.8105,0.148212,704.664827,400.740564,1105.923795,0.167758,704.497069
random_n14_03,14,spectrum,reference,8,random,14,natural,1874560.04175,1872104.557,1877153.08925,0.149174,1873.838561,14996.480334,16870.474146,0.16896,1873.669328
random_n14_03,14,spectrum,reference-proposed,8,random,14,natural,7218.764125,7214.245125,7226.926375,0.149264,695.511536,57.750113,753.354741,0.167261,695.343696
random_n14_04,14,max,reference,24,random,14,high,1864.00175,1863.339375,1865.5386666666668,0.144333,3.522534,44.736042,48.387012,0.168499,3.349183
random_n14_04,14,max,reference-proposed,24,random,14,high,51.11595833333334,50.943625,51.387875,0.143351,2.474234,1.226783,3.843927,0.167827,2.306636
random_n14_04,14,max,reference,296,random,14,natural,1855.0624425675676,1854.341097972973,1856.3981891891892,0.14827,3.480178,549.098483,552.772707,0.167999,3.311121
random_n14_04,14,max,reference-proposed,296,random,14,natural,3.326614864864865,3.310516891891892,3.371402027027027,0.144233,2.441846,0.984678,3.585789,0.167428,2.274418
random_n14_04,14,min,reference,8,random,14,static,1869437.6315,1864987.98225,1874894.253,0.148734,1868.613503,14955.501052,16824.264112,0.168772,1868.444731
random_n14_04,14,min,reference-proposed,8,random,14,static,1153.908125,1153.221375,1164.9645,0.150551,2.787044,9.231265,12.244025,0.170135,2.618365
random_n14_04,14,spectrum,reference,8,random,14,high,1870911.2715,1861942.2285,1874149.17375,0.149877,1867.248979,14967.290172,16834.691001,0.168719,1867.080671
random_n14_04,14,spectrum,reference-proposed,8,random,14,high,49340.0995,49333.83725,49456.28275,0.144694,695.098277,394.720796,1091.218192,0.167667,694.929999
random_n14_04,14,spectrum,reference,8,random,14,natural,1873752.365375,1863411.8515,1876259.414875,0.143872,1872.779155,14990.018923,16866.758521,0.168399,1872.611295
random_n14_04,14,spectrum,reference-proposed,8,random,14,natural,15145.728375,15107.621125,15268.450875,0.144905,707.345087,121.165827,828.259327,0.167874,707.177508
random_n14_05,14,max,reference,24,random,14,high,1863.508375,1860.414625,1867.6261666666667,0.145607,3.525285,44.724201,48.401442,0.168904,3.350632
random_n14_05,14,max,reference-proposed,24,random,14,high,48.95008333333334,48.60104166666667,49.49854166666666,0.14332,2.443777,1.174802,3.783597,0.167496,2.275829
random_n14_05,14,max,reference,296,random,14,natural,1855.014331081081,1854.894347972973,1859.4945506756758,0.143913,3.494281,549.084242,552.776765,0.16837,3.326533
random_n14_05,14,max,reference-proposed,296,random,14,natural,0.983625,0.9592162162162162,0.9956452702702703,0.144264,2.46843,0.291153,2.908945,0.167568,2.300862
random_n14_05,14,min,reference,8,random,14,static,1873676.622375,1867502.299375,1879387.871625,0.148631,1870.371096,14989.412979,16864.996317,0.168006,1870.202244
random_n14_05,14,min,reference-proposed,8,random,14,static,1236.571375,1230.035,1238.77025,0.152252,2.883481,9.892571,12.925117,0.168269,2.715916
random_n14_05,14,spectrum,reference,8,random,14,high,1865918.501375,1864578.33625,1873532.31075,0.14286,1863.206342,14927.348011,16789.789161,0.168419,1863.038191
random_n14_05,14,spectrum,reference-proposed,8,random,14,high,48767.588125,48666.68525,49002.712375,0.148624,699.764842,390.140705,1089.242632,0.16759,699.597252
random_n14_05,14,spectrum,reference,8,random,14,natural,1872109.2935,1867963.683125,1873656.58125,0.149016,1873.698457,14976.874348,16851.519625,0.168775,1873.530768
random_n14_05,14,spectrum,reference-proposed,8,random,14,natural,6291.555375,6281.938875,6352.274125,0.146569,704.191366,50.332443,754.592214,0.167978,704.023388
random_n14_06,14,max,reference,24,random,14,high,1867.679375,1864.46275,1869.1928333333333,0.145958,3.525932,44.824305,48.437926,0.168426,3.351599
random_n14_06,14,max,reference-proposed,24,random,14,high,47.209375,46.90754166666667,47.5765,0.145295,2.450615,1.133025,3.775745,0.168128,2.283118
random_n14_06,14,max,reference,296,random,14,natural,1855.7185101351351,1855.0000101351352,1856.229027027027,0.144604,3.515992,549.292679,552.907832,0.168068,3.349028
random_n14_06,14,max,reference-proposed,296,random,14,natural,1.8189324324324325,1.812554054054054,1.830429054054054,0.143732,2.437123,0.538404,3.118296,0.168271,2.268852
random_n14_06,14,min,reference,8,random,14,static,1872883.979625,1872200.167625,1875628.38825,0.14649,1871.650682,14983.071837,16855.50606,0.17347,1871.476119
random_n14_06,14,min,reference-proposed,8,random,14,static,1115.67425,1111.217875,1123.98825,0.147972,2.750775,8.925394,11.868231,0.167597,2.583838
random_n14_06,14,spectrum,reference,8,random,14,high,1870047.296125,1866934.286125,1877781.477,0.147691,1868.501507,14960.378369,16829.022248,0.169201,1868.32715
random_n14_06,14,spectrum,reference-proposed,8,random,14,high,49403.017125,49241.044875,49516.97725,0.149035,694.234112,395.224137,1089.602862,0.168282,694.067298
random_n14_06,14,spectrum,reference,8,random,14,natural,1874676.0735,1874494.81725,1881337.156,0.146616,1878.467752,14997.408588,16872.01816,0.168299,1878.299593
random_n14_06,14,spectrum,reference-proposed,8,random,14,natural,10509.441875,10471.661125,10555.668375,0.146928,697.320061,84.075535,780.978314,0.168176,697.151974
random_n14_07,14,max,reference,24,random,14,high,1868.2305833333332,1865.8399166666668,1870.0234583333333,0.149776,3.483829,44.837534,48.437444,0.168539,3.314808
random_n14_07,14,max,reference-proposed,24,random,14,high,46.4765,46.3785,46.74583333333334,0.145878,2.462118,1.115436,3.730176,0.167808,2.295092
random_n14_07,14,max,reference,296,random,14,natural,1855.5304932432432,1854.997793918919,1857.271597972973,0.144004,3.491122,549.237026,552.802021,0.16907,3.321821
random_n14_07,14,max,reference-proposed,296,random,14,natural,2.3900945945945944,2.3780945945945944,2.416435810810811,0.145517,2.438833,0.707468,3.299093,0.167436,2.271767
random_n14_07,14,min,reference,8,random,14,static,1871822.72225,1870680.2915,1879021.438,0.152161,1870.23833,14974.581778,16847.948332,0.168106,1870.070732
random_n14_07,14,min,reference-proposed,8,random,14,static,1145.565,1144.822375,1147.868875,0.14792,2.776923,9.16452,12.081731,0.167748,2.610016
random_n14_07,14,spectrum,reference,8,random,14,high,1872869.0085,1869371.6285,1874026.3435,0.149586,1869.868387,14982.952068,16855.827583,0.168969,1869.694064
random_n14_07,14,spectrum,reference-proposed,8,random,14,high,49516.343125,49378.222625,49548.440625,0.145864,697.629623,396.130745,1094.169521,0.172949,697.461724
random_n14_07,14,spectrum,reference,8,random,14,natural,1872282.106625,1869619.144875,1876016.296375,0.149875,1872.530746,14978.256853,16850.938209,0.168712,1872.362034
random_n14_07,14,spectrum,reference-proposed,8,random,14,natural,12066.63225,12058.254,12150.576375,0.146572,694.168447,96.533058,790.776617,0.168609,693.999638
random_n14_08,14,max,reference,24,random,14,high,1865.2381666666668,1864.5966666666668,1866.015375,0.14225,3.512279,44.765716,48.374232,0.168671,3.343608
random_n14_08,14,max,reference-proposed,24,random,14,high,50.663125,50.013,50.739666666666665,0.144814,2.423169,1.215915,3.78812,0.167555,2.25561
random_n14_08,14,max,reference,296,random,14,natural,1856.894347972973,1855.8563243243243,1857.2833682432433,0.143741,3.499854,549.640727,553.220393,0.167778,3.324831
random_n14_08,14,max,reference-proposed,296,random,14,natural,3.2652533783783784,3.1870405405405404,3.3408277027027027,0.145505,2.446312,0.966515,3.558332,0.172276,2.272973
random_n14_08,14,min,reference,8,random,14,static,1872837.305375,1872053.640125,1872986.875375,0.147513,1871.219101,14982.698443,16853.611245,0.167899,1871.051194
random_n14_08,14,min,reference-proposed,8,random,14,static,1075.03375,1074.432875,1079.047,0.146739,2.722074,8.60027,11.471331,0.167917,2.554157
random_n14_08,14,spectrum,reference,8,random,14,high,1872267.827875,1870534.556375,1872938.676625,0.142658,1868.883651,14978.142623,16845.53163,0.168098,1868.715553
random_n14_08,14,spectrum,reference-proposed,8,random,14,high,49380.034375,49377.841875,49443.103875,0.146729,706.115563,395.040275,1101.412528,0.167768,705.947836
random_n14_08,14,spectrum,reference,8,random,14,natural,1874000.067375,1869369.181625,1875297.665875,0.147069,1873.078073,14992.000539,16865.228577,0.16873,1872.908283
random_n14_08,14,spectrum,reference-proposed,8,random,14,natural,14032.173875,14016.387125,14054.2005,0.144926,699.898098,112.257391,812.69792,0.168012,699.731051
random_n14_09,14,max,reference,24,random,14,high,1861.6920416666667,1859.5,1862.7327916666668,0.146699,3.518213,44.680609,48.315354,0.168319,3.350395
random_n14_09,14,max,reference-proposed,24,random,14,high,46.68966666666667,46.5755,47.377875,0.145224,2.496865,1.120552,3.767365,0.168036,2.322251
random_n14_09,14,max,reference,296,random,14,natural,1857.2436486486488,1854.7218513513512,1857.840054054054,0.145116,3.479265,549.74412,553.379246,0.168549,3.310314
random_n14_09,14,max,reference-proposed,296,random,14,natural,2.6290439189189185,2.625287162162162,2.665689189189189,0.146669,2.462164,0.778197,3.387087,0.167797,2.294246
random_n14_09,14,min,reference,8,random,14,static,1873109.946625,1863978.104375,1878186.026875,0.145253,1873.430916,14984.879573,16861.367081,0.168771,1873.262066
random_n14_09,14,min,reference-proposed,8,random,14,static,1144.277,1144.019625,1145.7505,0.145926,2.790831,9.154216,12.102491,0.167459,2.623676
random_n14_09,14,spectrum,reference,8,random,14,high,1875798.9885,1873198.639125,1881253.1055,0.148112,1876.036305,15006.391908,16882.569007,0.168719,1875.867586
random_n14_09,14,spectrum,reference-proposed,8,random,14,high,49124.127625,49071.95675,49205.796875,0.149539,697.65758,392.993021,1089.529399,0.16776,697.49021
random_n14_09,14,spectrum,reference,8,random,14,natural,1873756.58125,1871451.482375,1876366.39225,0.148673,1874.377306,14990.05265,16864.57199,0.16868,1874.209814
random_n14_09,14,spectrum,reference-proposed,8,random,14,natural,13231.762625,13202.490625,13270.990125,0.148493,701.763152,105.854101,807.53157,0.167627,701.594953
random_n15_00,15,max,reference,8,random,15,high,4109.410125,4105.72575,4116.984375,0.32624,7.547561,32.875281,40.685084,0.363489,7.181659
random_n15_00,15,max,reference-proposed,8,random,15,high,113.251125,113.200625,114.762625,0.326744,5.34689,0.906009,6.594502,0.365695,4.981195
random_n15_00,15,max,reference,388,random,15,natural,4098.375389175258,4096.220917525773,4098.466304123711,0.334129,7.553276,1590.169651,1597.839057,0.3602,7.192172
random_n15_00,15,max,reference-proposed,388,random,15,natural,1.5363762886597938,1.4769716494845362,1.5445644329896906,0.330647,5.298062,0.596114,6.205861,0.36046,4.940495
random_n15_00,15,min,reference,2,random,15,static,7758785.09,7758215.5885,7801385.993,0.32475,7743.594678,15517.57018,23260.346926,0.359079,7743.235599
random_n15_00,15,min,reference-proposed,2,random,15,static,2530.66,2529.137,2531.16,0.333822,6.011905,5.06132,11.398107,0.359609,5.652515
random_n15_00,15,spectrum,reference,2,random,15,high,7760872.669,7758160.649,7810734.275,0.333694,7773.858384,15521.745338,23295.935295,0.365632,7773.492752
random_n15_00,15,spectrum,reference-proposed,2,random,15,high,169536.2545,168489.601,169573.376,0.334872,2754.028689,339.072509,3093.642997,0.35978,2753.670074
random_n15_00,15,spectrum,reference,2,random,15,natural,7755253.5135,7747790.3865,7757530.8325,0.339393,7752.476377,15510.507027,23263.330599,0.359454,7752.118277
random_n15_00,15,spectrum,reference-proposed,2,random,15,natural,19407.886,19400.2735,19603.233,0.326723,2746.793226,38.815772,2786.338785,0.36366,2746.429566
random_n15_01,15,max,reference,8,random,15,high,4110.533375,4105.117625,4110.5565,0.330574,7.536275,32.884267,40.6993,0.364894,7.177706
random_n15_01,15,max,reference-proposed,8,random,15,high,95.985625,95.79375,96.397875,0.323307,5.292302,0.767885,6.380612,0.358307,4.934106
random_n15_01,15,max,reference,388,random,15,natural,4100.700984536083,4098.29206443299,4101.528577319587,0.330756,7.535003,1591.071982,1598.808795,0.360071,7.174932
random_n15_01,15,max,reference-proposed,388,random,15,natural,2.6359690721649485,2.626453608247423,2.7073350515463916,0.326695,5.32369,1.022756,6.761643,0.364252,4.965608
random_n15_01,15,min,reference,2,random,15,static,7764415.1515,7756048.155,7769661.165,0.328324,7766.267464,15528.830303,23290.315705,0.359588,7765.907876
random_n15_01,15,min,reference-proposed,2,random,15,static,2464.8305,2464.2845,2467.7855,0.333105,5.969781,4.929661,11.232547,0.359636,5.610145
random_n15_01,15,spectrum,reference,2,random,15,high,7753857.7425,7750829.766,7762632.721,0.333224,7766.439414,15507.715485,23268.427907,0.361175,7766.078239
random_n15_01,15,spectrum,reference-proposed,2,random,15,high,165182.9645,162080.021,165969.59,0.331219,2750.499986,330.365929,3079.268482,0.358723,2750.141895
random_n15_01,15,spectrum,reference,2,random,15,natural,7743690.0275,7730363.6405,7752116.0515,0.335696,7737.841236,15487.380055,23229.401132,0.359643,7737.475742
random_n15_01,15,spectrum,reference-proposed,2,random,15,natural,25079.8675,25074.5345,25172.149,0.334254,2768.395811,50.159735,2819.072539,0.35942,2768.035697
random_n15_02,15,max,reference,8,random,15,high,4106.45675,4103.855875,4113.6355,0.33897,7.485527,32.851654,40.713752,0.358681,7.121202
random_n15_02,15,max,reference-proposed,8,random,15,high,108.018625,107.8315,108.31975,0.329505,5.317888,0.864149,6.50936,0.360269,4.955976
random_n15_02,15,max,reference,388,random,15,natural,4099.421713917526,4098.91580927835,4099.439092783505,0.332209,7.517823,1590.575625,1598.355126,0.359989,7.16075
random_n15_02,15,max,reference-proposed,388,random,15,natural,5.742301546391753,5.601360824742268,5.760255154639175,0.323948,5.328892,2.228013,7.95708,0.361253,4.969843
random_n15_02,15,min,reference,2,random,15,static,7763536.524,7758038.077,7795225.5725,0.330244,7771.881714,15527.073048,23288.293764,0.35929,7771.52187
random_n15_02,15,min,reference-proposed,2,random,15,static,2505.643,2504.1945,2507.8085,0.326523,6.183573,5.011286,11.589724,0.366508,5.817065
random_n15_02,15,spectrum,reference,2,random,15,high,7775205.752,7737813.0495,7775837.9855,0.335382,7760.409114,15550.411504,23312.407305,0.359143,7760.050158
random_n15_02,15,spectrum,reference-proposed,2,random,15,high,164857.743,164754.0045,164954.4155,0.330082,2744.885212,329.715486,3075.124125,0.359969,2744.525992
random_n15_02,15,spectrum,reference,2,random,15,natural,7805232.096,7773908.198,7805531.0525,0.331319,7784.630367,15610.464192,23395.425878,0.360216,7784.270151
random_n15_02,15,spectrum,reference-proposed,2,random,15,natural,52308.9525,52247.308,52367.334,0.333404,2766.752474,104.617905,2871.412284,0.364225,2766.394187
random_n15_03,15,max,reference,8,random,15,high,4107.934625,4102.327625,4109.823625,0.330062,7.568947,32.863477,40.713198,0.363986,7.202841
random_n15_03,15,max,reference-proposed,8,random,15,high,73.02475,72.78175,74.025125,0.331064,5.281534,0.584198,6.220587,0.36365,4.918707
random_n15_03,15,max,reference,388,random,15,natural,4097.922512886597,4097.6232319587625,4098.659670103093,0.33337,7.528448,1589.993935,1598.14177,0.360062,7.164106
random_n15_03,15,max,reference-proposed,388,random,15,natural,4.1420257731958765,4.0826675257731955,4.143822164948454,0.32446,5.386809,1.607106,7.294878,0.358253,5.028556
random_n15_03,15,min,reference,2,random,15,static,7783649.0555,7744386.303,7791957.5775,0.330063,7743.756369,15567.298111,23311.384543,0.35911,7743.397259
random_n15_03,15,min,reference-proposed,2,random,15,static,2553.8995,2552.5905,2557.168,0.331727,6.089581,5.107799,11.520225,0.359858,5.731943
random_n15_03,15,spectrum,reference,2,random,15,high,7754901.2615,7741424.619,7803816.828,0.32808,7768.939907,15509.802523,23279.07384,0.360218,7768.579689
random_n15_03,15,spectrum,reference-proposed,2,random,15,high,166137.707,166039.9045,166436.2845,0.332379,2763.172735,332.275414,3095.405654,0.359041,2762.810443
random_n15_03,15,spectrum,reference,2,random,15,natural,7784786.7495,7762227.054,7800600.703,0.330323,7783.934703,15569.573499,23379.178259,0.35892,7783.576637
random_n15_03,15,spectrum,reference-proposed,2,random,15,natural,39537.5975,39424.6275,39583.364,0.333421,2746.696062,79.075195,2826.21378,0.35973,2746.336332
random_n15_04,15,max,reference,8,random,15,high,4113.460625,4113.299125,4117.17275,0.333661,7.495228,32.907685,40.771928,0.359741,7.135487
random_n15_04,15,max,reference-proposed,8,random,15,high,106.677625,105.9305,108.194375,0.322766,5.384292,0.853421,6.553123,0.360152,5.025774
random_n15_04,15,max,reference,388,random,15,natural,4104.220273195876,4103.1722706185565,4105.121371134021,0.326701,7.515841,1592.437466,1600.266727,0.362258,7.156898
random_n15_04,15,max,reference-proposed,388,random,15,natural,2.1301494845360827,2.1039613402061854,2.167770618556701,0.331447,5.295494,0.826498,6.463533,0.358589,4.937167
random_n15_04,15,min,reference,2,random,15,static,7775841.812,7764859.388,7783785.0115,0.330195,7776.032413,15551.683624,23330.425703,0.359318,7775.673095
random_n15_04,15,min,reference-proposed,2,random,15,static,2605.1745,2595.824,2612.727,0.334494,6.136967,5.210349,11.709426,0.360545,5.777765
random_n15_04,15,spectrum,reference,2,random,15,high,7785633.123,7764188.9785,7810723.4835,0.331436,7789.40308,15571.266246,23361.002645,0.361736,7789.043309
random_n15_04,15,spectrum,reference-proposed,2,random,15,high,166954.2785,166783.172,166968.212,0.330764,2761.51429,333.908557,3095.778264,0.36367,2761.156831
random_n15_04,15,spectrum,reference,2,random,15,natural,7764255.3955,7758449.376,7773320.8525,0.33325,7755.251075,15528.510791,23284.0967,0.365053,7754.891825
random_n15_04,15,spectrum,reference-proposed,2,random,15,natural,26211.2695,26095.9235,26284.014,0.328799,2755.255052,52.422539,2808.348205,0.365905,2754.895459
random_n15_05,15,max,reference,8,random,15,high,4131.99375,4109.87475,4140.03275,0.327837,7.582015,33.05595,41.036448,0.363932,7.216492
random_n15_05,15,max,reference-proposed,8,random,15,high,88.33375,88.137625,88.643625,0.326405,5.3035,0.70667,6.347636,0.363609,4.940419
random_n15_05,15,max,reference,388,random,15,natural,4099.497270618556,4098.2310412371135,4099.56387886598,0.321613,7.701901,1590.604941,1598.459811,0.358639,7.343262
random_n15_05,15,max,reference-proposed,388,random,15,natural,1.3302371134020619,1.3178634020618556,1.3312242268041237,0.330884,5.384176,0.516132,6.226391,0.361022,5.024435
random_n15_05,15,min,reference,2,random,15,static,7791037.892,7768923.9295,7792708.4335,0.335419,7788.226521,15582.075784,23370.637724,0.360342,7787.860481
random_n15_05,15,min,reference-proposed,2,random,15,static,2546.758,2541.3575,2550.2005,0.334577,6.108106,5.093516,11.511331,0.359805,5.744586
random_n15_05,15,spectrum,reference,2,random,15,high,7765779.5225,7759494.0945,7769566.395,0.332186,7766.282173,15531.559045,23298.173404,0.360694,7765.916569
random_n15_05,15,spectrum,reference-proposed,2,random,15,high,166301.1465,166244.817,166662.4745,0.32897,2746.516824,332.602293,3080.183904,0.35903,2746.158123
random_n15_05,15,spectrum,reference,2,random,15,natural,7765863.82,7756257.9015,7779851.379,0.334075,7762.033265,15531.72764,23293.265948,0.360241,7761.670005
random_n15_05,15,spectrum,reference-proposed,2,random,15,natural,16488.766,16453.8825,16762.228,0.329639,2762.724033,32.977532,2796.579615,0.359023,2762.365815
random_n15_06,15,max,reference,8,random,15,high,4115.86525,4115.60125,4115.94425,0.331516,7.550355,32.926922,40.769735,0.363831,7.183556
