case,group,n,metric,steps,m,profile,baseline_us,proposed_us,paired_speedup,baseline_total_ms,proposed_total_ms,total_speedup,reference_growth_factor,speedup_over_reference_factor
random_n13_06,random,13,max,48,13,high,833.6875208333333,21.3730625,39.006460624598525,41.712219,2.231884,18.68924146595432,13,3.0004969711229634
random_n13_06,random,13,max,280,13,natural,823.4031321428572,1.4249321428571429,577.8542762687948,232.221729,1.629463,142.5142694249578,13,44.45032894375345
random_n13_06,random,13,min,8,13,static,456222.24475,459.840875,992.1306903176018,4105.169697,5.010754,819.2718495060823,630.1538461538462,1.5744261443028347
random_n13_06,random,13,spectrum,8,13,high,454804.397625,12754.437,35.65852398071353,4094.26007,282.314698,14.502468695413086,26,1.3714816915659052
random_n13_06,random,13,spectrum,8,13,natural,456954.086375,3943.42375,115.87750019890711,4112.191695,210.465272,19.538575917645932,26,4.456826930727197
random_n13_07,random,13,max,48,13,high,838.65625,21.57570833333333,38.870392435937795,41.919543,2.244555,18.676104172096473,13,2.9900301873798303
random_n13_07,random,13,max,280,13,natural,823.4750142857142,1.0664178571428573,772.1879456257094,232.247702,1.513047,153.49668714851555,13,59.39907274043919
random_n13_07,random,13,min,8,13,static,456587.670875,471.185875,969.0181626836755,4106.978882,5.108864,803.8927796864432,630.1538461538462,1.5377485491806373
random_n13_07,random,13,spectrum,8,13,high,454816.618125,12267.038125,37.07631895250183,4092.935274,275.63119,14.849318301023915,26,1.4260122674039164
random_n13_07,random,13,spectrum,8,13,natural,453587.71475,2421.41975,187.3230425042994,4082.917328,197.836281,20.637859281230625,26,7.204732404011515
random_n13_08,random,13,max,48,13,high,836.3859166666666,22.616229166666667,36.98166968963106,41.871166,2.315935,18.07959463456444,13,2.8447438222793124
random_n13_08,random,13,max,280,13,natural,826.4972928571428,1.3479714285714286,613.1415513258017,233.101447,1.601489,145.55294916168643,13,47.16473471736936
random_n13_08,random,13,min,8,13,static,454564.719625,487.384875,932.6607019247366,4091.178903,5.236599,781.2664103170779,630.1538461538462,1.4800523834254853
random_n13_08,random,13,spectrum,8,13,high,457457.02225,12733.029625,35.926801061691556,4117.827798,279.590886,14.72804731553374,26,1.3818000408342905
random_n13_08,random,13,spectrum,8,13,natural,456396.027875,3576.594125,127.60632376059725,4107.932421,208.310957,19.72019369581217,26,4.9079355292537405
random_n13_09,random,13,max,48,13,high,834.5653958333334,21.432375,38.939473382363516,41.835998,2.248204,18.608630711447894,13,2.995344106335655
random_n13_09,random,13,max,280,13,natural,823.9945071428572,1.4633714285714285,563.0795374672966,232.430634,1.614297,143.982571980249,13,43.313810574407434
random_n13_09,random,13,min,8,13,static,456915.427125,487.649125,936.9757961218529,4113.086511,5.252445,783.0803580047008,630.1538461538462,1.4869000670879013
random_n13_09,random,13,spectrum,8,13,high,457923.638125,12414.07025,36.88746953280693,4121.687923,279.762948,14.732786998655735,26,1.418748828184882
random_n13_09,random,13,spectrum,8,13,natural,453599.852125,3342.293625,135.71514146217478,4082.917786,204.569245,19.958610034465348,26,5.219813133160569
random_n14_00,random,14,max,24,14,high,1864.1113333333333,48.540375,38.40331545302922,48.362559,3.761769,12.856334081119812,14,2.7430939609306586
random_n14_00,random,14,max,296,14,natural,1854.681402027027,2.002658783783784,926.1095385020251,552.624989,3.232884,170.9387002441164,14,66.15068132157322
random_n14_00,random,14,min,8,14,static,1875188.614375,1121.629125,1671.843724970141,16879.762484,11.881629,1420.660625239182,1170.2857142857142,1.4285774017078843
random_n14_00,random,14,spectrum,8,14,high,1868770.913375,50033.039375,37.35073736713202,16824.437459,1104.757552,15.22907666803621,28,1.3339549059690008
random_n14_00,random,14,spectrum,8,14,natural,1869089.404,6500.41475,287.5338691273507,16832.74435,747.317391,22.52422404819962,28,10.26906675454824
random_n14_01,random,14,max,24,14,high,1864.2685416666668,46.538666666666664,40.05848631245703,48.356216,3.695772,13.084198917032761,14,2.861320450889788
random_n14_01,random,14,max,296,14,natural,1855.0910371621621,2.3367297297297296,793.883440416845,552.74924,3.290982,167.95875516791037,14,56.705960029774644
random_n14_01,random,14,min,8,14,static,1874808.2485,1132.956875,1654.792243085157,16868.573461,11.910575,1416.2686067633174,1170.2857142857142,1.4140070436518677
random_n14_01,random,14,spectrum,8,14,high,1868538.42475,48973.217875,38.15429138267545,16818.103287,1096.898155,15.33242007048503,28,1.3626532636669804
random_n14_01,random,14,spectrum,8,14,natural,1868850.040625,10771.49725,173.4995606692468,16814.623837,785.856553,21.396556118047666,28,6.1964128810445285
random_n14_02,random,14,max,24,14,high,1864.7185833333333,52.129583333333336,35.77083230091678,48.420297,3.855314,12.55936533314796,14,2.5550594500654844
random_n14_02,random,14,max,296,14,natural,1857.3215033783786,3.0572027027027024,607.5231785371719,553.466104,3.52139,157.1726233106813,14,43.39451275265514
random_n14_02,random,14,min,8,14,static,1869373.157625,1150.03575,1625.4913446168955,16824.757437,12.124296,1387.6894326070562,1170.2857142857142,1.3889696548240074
random_n14_02,random,14,spectrum,8,14,high,1871470.186375,48968.527625,38.21781615952763,16842.142774,1090.855378,15.439391062891199,28,1.3649220056974154
random_n14_02,random,14,spectrum,8,14,natural,1869967.839125,13989.396375,133.67037354569203,16827.801591,820.174746,20.517336912736397,28,4.773941912346144
random_n14_03,random,14,max,24,14,high,1867.0541666666668,52.388041666666666,35.63893795737418,48.515093,3.845429,12.61630184824632,14,2.5456384255267275
random_n14_03,random,14,max,296,14,natural,1855.8521182432432,1.3870304054054055,1338.0039190278667,552.977891,3.007726,183.85248224073604,14,95.57170850199047
random_n14_03,random,14,min,8,14,static,1870537.410125,1118.29675,1672.6664099891195,16836.628236,11.884659,1416.6690214670864,1170.2857142857142,1.4292803796293747
random_n14_03,random,14,spectrum,8,14,high,1878245.8505,50092.5705,37.495497471027164,16903.877867,1105.923795,15.2848486879695,28,1.3391249096795417
random_n14_03,random,14,spectrum,8,14,natural,1874560.04175,7218.764125,259.6788050267538,16870.474146,753.354741,22.39379833676523,28,9.274243036669779
random_n14_04,random,14,max,24,14,high,1864.00175,51.11595833333334,36.466141118681946,48.387012,3.843927,12.58791126886645,14,2.604724365620139
random_n14_04,random,14,max,296,14,natural,1855.0624425675676,3.326614864864865,557.6426842074262,552.772707,3.585789,154.15650697796215,14,39.831620300530446
random_n14_04,random,14,min,8,14,static,1869437.6315,1153.908125,1620.0922681777633,16824.264112,12.244025,1374.079529566462,1170.2857142857142,1.3843561861870537
random_n14_04,random,14,spectrum,8,14,high,1870911.2715,49340.0995,37.91867650165562,16834.691001,1091.218192,15.42742883542396,28,1.3542384464877006
random_n14_04,random,14,spectrum,8,14,natural,1873752.365375,15145.728375,123.71490620866228,16866.758521,828.259327,20.36410333233712,28,4.418389507452225
random_n14_05,random,14,max,24,14,high,1863.508375,48.95008333333334,38.069564913917404,48.401442,3.783597,12.792441161149036,14,2.719254636708386
random_n14_05,random,14,max,296,14,natural,1855.014331081081,0.983625,1885.895876051423,552.776765,2.908945,190.02654398759685,14,134.70684828938735
random_n14_05,random,14,min,8,14,static,1873676.622375,1236.571375,1515.2191456599098,16864.996317,12.925117,1304.8234934353013,1170.2857142857142,1.2947429223168176
random_n14_05,random,14,spectrum,8,14,high,1865918.501375,48767.588125,38.261447266826465,16789.789161,1089.242632,15.414186580423893,28,1.3664802595295167
random_n14_05,random,14,spectrum,8,14,natural,1872109.2935,6291.555375,297.5590584387092,16851.519625,754.592214,22.331955342703814,28,10.6271092299539
random_n14_06,random,14,max,24,14,high,1867.679375,47.209375,39.56162044085523,48.437926,3.775745,12.828706917442782,14,2.825830031489659
random_n14_06,random,14,max,296,14,natural,1855.7185101351351,1.8189324324324325,1020.2239935067347,552.907832,3.118296,177.31088774125357,14,72.8731423933382
random_n14_06,random,14,min,8,14,static,1872883.979625,1115.67425,1678.701448585911,16855.50606,11.868231,1420.220592268553,1170.2857142857142,1.434437272961594
random_n14_06,random,14,spectrum,8,14,high,1870047.296125,49403.017125,37.8528965426016,16829.022248,1089.602862,15.445097323909197,28,1.3518891622357714
random_n14_06,random,14,spectrum,8,14,natural,1874676.0735,10509.441875,178.38017430397556,16872.01816,780.978314,21.603696104678267,28,6.370720510856271
random_n14_07,random,14,max,24,14,high,1868.2305833333332,46.4765,40.19731656500238,48.437444,3.730176,12.985297208496327,14,2.8712368975001703
random_n14_07,random,14,max,296,14,natural,1855.5304932432432,2.3900945945945944,776.3418642256611,552.802021,3.299093,167.56181805120374,14,55.45299030183293
random_n14_07,random,14,min,8,14,static,1871822.72225,1145.565,1633.973386276641,16847.948332,12.081731,1394.4978854437331,1170.2857142857142,1.3962174931563094
random_n14_07,random,14,spectrum,8,14,high,1872869.0085,49516.343125,37.8232496647035,16855.827583,1094.169521,15.405133536890029,28,1.3508303451679822
random_n14_07,random,14,spectrum,8,14,natural,1872282.106625,12066.63225,155.16194310347032,16850.938209,790.776617,21.309353168443522,28,5.5414979679810825
random_n14_08,random,14,max,24,14,high,1865.2381666666668,50.663125,36.81648470493415,48.374232,3.78812,12.76998405541535,14,2.6297489074952964
random_n14_08,random,14,max,296,14,natural,1856.894347972973,3.2652533783783784,568.6830799315065,553.220393,3.558332,155.47183146485486,14,40.62021999510761
random_n14_08,random,14,min,8,14,static,1872837.305375,1075.03375,1742.1195431073675,16853.611245,11.471331,1469.1940494960872,1170.2857142857142,1.488627539276315
random_n14_08,random,14,spectrum,8,14,high,1872267.827875,49380.034375,37.9154824732744,16845.53163,1101.412528,15.294479771887977,28,1.3541243740455144
random_n14_08,random,14,spectrum,8,14,natural,1874000.067375,14032.173875,133.5502313518047,16865.228577,812.69792,20.75214930659599,28,4.769651119707311
random_n14_09,random,14,max,24,14,high,1861.6920416666667,46.68966666666667,39.87374883093332,48.315354,3.767365,12.824707454679864,14,2.8481249164952374
random_n14_09,random,14,max,296,14,natural,1857.2436486486488,2.6290439189189185,706.4331011299197,553.379246,3.387087,163.3791059987535,14,50.459507223565694
random_n14_09,random,14,min,8,14,static,1873109.946625,1144.277,1636.9375130540946,16861.367081,12.102491,1393.2145936733189,1170.2857142857142,1.3987503163304031
random_n14_09,random,14,spectrum,8,14,high,1875798.9885,49124.127625,38.18488142566786,16882.569007,1089.529399,15.495285416341481,28,1.3637457652024236
random_n14_09,random,14,spectrum,8,14,natural,1873756.58125,13231.762625,141.6105045377505,16864.57199,807.53157,20.88410238871528,28,5.057518019205375
random_n15_00,random,15,max,8,15,high,4109.410125,113.251125,36.28582166402321,40.685084,6.594502,6.16954608551184,15,2.419054777601547
random_n15_00,random,15,max,388,15,natural,4098.375389175258,1.5363762886597938,2667.559646309263,1597.839057,6.205861,257.47258228954854,15,177.83730975395085
random_n15_00,random,15,min,2,15,static,7758785.09,2530.66,3065.91367074202,23260.346926,11.398107,2040.7201762538286,2184.5333333333333,1.4034638995706268
random_n15_00,random,15,spectrum,2,15,high,7760872.669,169536.2545,45.77706810787187,23295.935295,3093.642997,7.530259735073109,30,1.5259022702623957
random_n15_00,random,15,spectrum,2,15,natural,7755253.5135,19407.886,399.5929032919918,23263.330599,2786.338785,8.34906750185441,30,13.319763443066392
random_n15_01,random,15,max,8,15,high,4110.533375,95.985625,42.82446850765414,40.6993,6.380612,6.378588762331889,15,2.8549645671769426
random_n15_01,random,15,max,388,15,natural,4100.700984536083,2.6359690721649485,1555.6711297709328,1598.808795,6.761643,236.4527075741798,15,103.71140865139552
random_n15_01,random,15,min,2,15,static,7764415.1515,2464.8305,3150.0807668113484,23290.315705,11.232547,2073.4670155397525,2184.5333333333333,1.4419925385183785
random_n15_01,random,15,spectrum,2,15,high,7753857.7425,165182.9645,46.941025462102054,23268.427907,3079.268482,7.556479093335519,30,1.564700848736735
random_n15_01,random,15,spectrum,2,15,natural,7743690.0275,25079.8675,308.76120168896426,23229.401132,2819.072539,8.24008634422727,30,10.29204005629881
random_n15_02,random,15,max,8,15,high,4106.45675,108.018625,38.01619165213407,40.713752,6.50936,6.254647461501591,15,2.5344127768089377
random_n15_02,random,15,max,388,15,natural,4099.421713917526,5.742301546391753,713.8987182749833,1598.355126,7.95708,200.87206940234356,15,47.59324788499888
random_n15_02,random,15,min,2,15,static,7763536.524,2505.643,3098.4208540482423,23288.293764,11.589724,2009.391575157441,2184.5333333333333,1.4183445071631968
random_n15_02,random,15,spectrum,2,15,high,7775205.752,164857.743,47.16312143130578,23312.407305,3075.124125,7.580964656182782,30,1.5721040477101929
random_n15_02,random,15,spectrum,2,15,natural,7805232.096,52308.9525,149.21407757113852,23395.425878,2871.412284,8.147706969271988,30,4.973802585704617
random_n15_03,random,15,max,8,15,high,4107.934625,73.02475,56.2540046354147,40.713198,6.220587,6.544912562110295,15,3.7502669756943137
random_n15_03,random,15,max,388,15,natural,4097.922512886597,4.1420257731958765,989.3522487004589,1598.14177,7.294878,219.0772443349978,15,65.95681658003059
random_n15_03,random,15,min,2,15,static,7783649.0555,2553.8995,3047.750726095526,23311.384543,11.520225,2023.5181641851614,2184.5333333333333,1.3951495633371853
random_n15_03,random,15,spectrum,2,15,high,7754901.2615,166137.707,46.67755081933327,23279.07384,3095.405654,7.520524429461418,30,1.5559183606444422
random_n15_03,random,15,spectrum,2,15,natural,7784786.7495,39537.5975,196.89579645045453,23379.178259,2826.21378,8.272261081042496,30,6.563193215015151
random_n15_04,random,15,max,8,15,high,4113.460625,106.677625,38.559731949413006,40.771928,6.553123,6.221755337111786,15,2.5706487966275335
random_n15_04,random,15,max,388,15,natural,4104.220273195876,2.1301494845360827,1926.7287591742506,1600.266727,6.463533,247.58390295214707,15,128.44858394495003
random_n15_04,random,15,min,2,15,static,7775841.812,2605.1745,2984.7681266648356,23330.425703,11.709426,1992.4482808123985,2184.5333333333333,1.3663184173575602
random_n15_04,random,15,spectrum,2,15,high,7785633.123,166954.2785,46.6333249614804,23361.002645,3095.778264,7.546083941688919,30,1.55444416538268
random_n15_04,random,15,spectrum,2,15,natural,7764255.3955,26211.2695,296.2182123799841,23284.0967,2808.348205,8.29102910335152,30,9.873940412666137
random_n15_05,random,15,max,8,15,high,4131.99375,88.33375,46.77706708930618,41.036448,6.347636,6.464839508755701,15,3.1184711392870788
random_n15_05,random,15,max,388,15,natural,4099.497270618556,1.3302371134020619,3081.77935295622,1598.459811,6.226391,256.72332672329765,15,205.451956863748
random_n15_05,random,15,min,2,15,static,7791037.892,2546.758,3059.1983580693573,23370.637724,11.511331,2030.2289738693119,2184.5333333333333,1.4003898733838
random_n15_05,random,15,spectrum,2,15,high,7765779.5225,166301.1465,46.69708950262709,23298.173404,3080.183904,7.5638903812673135,30,1.5565696500875696
random_n15_05,random,15,spectrum,2,15,natural,7765863.82,16488.766,470.9790787254789,23293.265948,2796.579615,8.329198218803436,30,15.69930262418263
random_n15_06,random,15,max,8,15,high,4115.86525,93.058125,44.2289724835956,40.769735,6.36307,6.407242887474128,15,2.9485981655730398
random_n15_06,random,15,max,388,15,natural,4107.497471649484,4.933737113402063,832.5326982850037,1601.628531,7.76403,206.28829757226595,15,55.50217988566691
random_n15_06,random,15,min,2,15,static,7759842.6125,2532.0765,3064.6161806327727,23306.592964,11.556736,2016.7106840547365,2184.5333333333333,1.4028699557339963
random_n15_06,random,15,spectrum,2,15,high,7729892.3875,164154.8515,47.08902793226309,23188.898705,3081.766877,7.524546674203222,30,1.5696342644087697
random_n15_06,random,15,spectrum,2,15,natural,7801441.9915,51861.3425,150.4288476816812,23404.048989,2855.344363,8.196576669446017,30,5.014294922722707
random_n15_07,random,15,max,8,15,high,4112.054125,92.9465,44.24108627005858,40.787039,6.404383,6.368613338708818,15,2.9494057513372387
random_n15_07,random,15,max,388,15,natural,4103.1357680412375,5.938278350515464,690.9638662669072,1599.905266,8.015384,199.60431914428557,15,46.064257751127144
random_n15_07,random,15,min,2,15,static,7762211.937,2521.2455,3078.7211864136198,23290.833878,11.42702,2038.2246533216885,2184.5333333333333,1.409326714972055
random_n15_07,random,15,spectrum,2,15,high,7748086.8915,166272.769,46.59865195063901,23243.257806,3081.126466,7.543753254690325,30,1.5532883983546337
random_n15_07,random,15,spectrum,2,15,natural,7742417.589,64797.2185,119.48688181731133,23249.070186,2891.310815,8.04101380778047,30,3.9828960605770445
random_n15_08,random,15,max,8,15,high,4113.45175,91.34475,45.03216386272884,40.819131,6.38669,6.391281086133819,15,3.0021442575152557
random_n15_08,random,15,max,388,15,natural,4102.356345360825,0.946340206185567,4334.969938449807,1599.570721,6.098527,262.28804447369015,15,288.99799589665383
random_n15_08,random,15,min,2,15,static,7754683.399,2505.827,3094.6603253137587,23269.010276,11.319088,2055.7318996018053,2184.5333333333333,1.4166230737215082
random_n15_08,random,15,spectrum,2,15,high,7743067.269,164162.823,47.1669963241312,23240.363296,3073.010979,7.562733571346605,30,1.5722332108043733
random_n15_08,random,15,spectrum,2,15,natural,7752960.2685,21734.828,356.70676890104676,23261.025019,2792.945466,8.328492375582961,30,11.890225630034893
random_n15_09,random,15,max,8,15,high,4107.265375,91.499,44.8886367610575,40.72464,6.351408,6.411907406987553,15,2.9925757840705
random_n15_09,random,15,max,388,15,natural,4101.574412371134,18.528278350515464,221.36835030098877,1599.226725,12.845383,124.4981737796374,15,14.757890020065918
random_n15_09,random,15,min,2,15,static,7757542.6185,2598.224,2985.709707284668,23278.491484,11.753522,1980.5545507125437,2184.5333333333333,1.3667494387594612
random_n15_09,random,15,spectrum,2,15,high,7762081.8445,163695.505,47.41780688785559,23280.993461,3077.514466,7.564868896054118,30,1.5805935629285197
random_n15_09,random,15,spectrum,2,15,natural,7773406.0735,68930.3795,112.77184501066037,23313.180945,2904.475901,8.026639483210504,30,3.7590615003553456
random_n16_00,random,16,max,6,16,high,9017.049833333334,197.839,45.57771639228532,71.223877,13.537411,5.261262807194079,16,2.8486072745178324
random_n16_00,random,16,max,110,16,natural,9006.542363636363,5.002827272727273,1800.2904902864016,1008.006049,12.98685,77.61743987187039,16,112.5181556429001
random_n16_00,random,16,min,2,16,static,32184318.6995,6089.9405,5284.833029074751,96539.743379,26.889687,3590.214470663047,4096.0,1.2902424387389528
random_n16_00,random,16,spectrum,2,16,high,32123108.7505,662725.371,48.47122225308619,96397.680377,12223.403863,7.8863204928370125,32,1.5147256954089434
random_n16_00,random,16,spectrum,2,16,natural,32017511.433,78351.9175,408.6372414944408,96035.599604,11049.890786,8.691090388483772,32,12.769913796701275
random_n16_01,random,16,max,6,16,high,9018.216833333334,207.0745,43.55059089039613,71.156226,13.512067,5.266124420490218,16,2.721911930649758
random_n16_01,random,16,max,110,16,natural,9010.737827272727,2.594936363636364,3472.4311368644526,1008.319167,12.725036,79.2390030959441,16,217.0269460540283
random_n16_01,random,16,min,2,16,static,32050005.8315,6043.0525,5303.612012554913,96162.466967,26.728812,3597.708232112972,4096.0,1.2948271515026644
random_n16_01,random,16,spectrum,2,16,high,31968095.0105,660090.238,48.42988605218549,95908.805939,12146.568118,7.895959171946909,32,1.5134339391307965
random_n16_01,random,16,spectrum,2,16,natural,31949641.3835,65821.16,485.400764488198,95849.272757,10999.659296,8.713840145199349,32,15.168773890256187
random_n16_02,random,16,max,6,16,high,9005.135333333334,161.47483333333335,55.768042285227104,71.125234,13.258245,5.364603987933546,16,3.485502642826694
random_n16_02,random,16,max,110,16,natural,9008.765345454545,7.1803,1254.650271639701,1008.088815,13.128996,76.78338960572461,16,78.41564197748131
random_n16_02,random,16,min,2,16,static,31943598.787,6158.4205,5186.979159185379,95896.216432,27.152568,3531.754949734405,4096.0,1.266352333785493
random_n16_02,random,16,spectrum,2,16,high,32088887.8555,654932.542,48.995714516656285,96256.991092,12150.654915,7.921959084951925,32,1.531116078645509
random_n16_02,random,16,spectrum,2,16,natural,32108188.161,68783.5305,466.8005251780439,96317.057099,11033.944507,8.729159099712335,32,14.587516411813873
random_n16_03,random,16,max,6,16,high,9029.6615,199.87633333333335,45.17624147597931,71.468637,13.611515,5.250601200527641,16,2.823515092248707
random_n16_03,random,16,max,110,16,natural,9004.898427272728,9.569454545454546,941.0043576151392,1008.020444,13.591586,74.16503445587587,16,58.8127723509462
random_n16_03,random,16,min,2,16,static,31926501.8655,5537.2065,5765.813838710909,95812.372805,25.186569,3804.1057837214753,4096.0,1.4076693942165306
random_n16_03,random,16,spectrum,2,16,high,31988284.7725,655486.672,48.80081646038411,95981.267472,12208.983399,7.861528215351782,32,1.5250255143870035
random_n16_03,random,16,spectrum,2,16,natural,32114199.077,96484.07,332.8445729642209,96312.77057,11072.074535,8.69871045986415,32,10.401392905131903
random_n16_04,random,16,max,6,16,high,9013.814166666665,189.85066666666665,47.47844358372896,71.397419,13.785335,5.17922988451133,16,2.96740272398306
random_n16_04,random,16,max,110,16,natural,8998.485590909091,9.342681818181818,963.1587338655925,1007.006915,13.549507,74.32055756714986,16,60.19742086659953
random_n16_04,random,16,min,2,16,static,32033371.494,5921.682,5409.50552461277,96063.761314,26.502164,3624.7515981713796,4096.0,1.3206800597199146
random_n16_04,random,16,spectrum,2,16,high,31915787.5,660194.206,48.343028778413725,95747.85577,12167.857606,7.868916523380952,32,1.510719649325429
random_n16_04,random,16,spectrum,2,16,natural,32114393.6,130576.3945,245.94333242981375,96346.469441,11155.350131,8.63679474956679,32,7.68572913843168
random_n16_05,random,16,max,6,16,high,9021.009333333333,209.60416666666666,43.03831110227612,71.375126,13.778674,5.180115735374826,16,2.6898944438922574
random_n16_05,random,16,max,110,16,natural,9005.774554545455,1.7805272727272727,5057.925645110233,1007.677177,12.543413,80.33516691190827,16,316.12035281938955
random_n16_05,random,16,min,2,16,static,32046765.858,5844.5175,5483.218393648406,96101.128279,26.131587,3677.5848431631803,4096.0,1.338676365636818
random_n16_05,random,16,spectrum,2,16,high,32082804.032,652971.8095,49.133520873690955,96256.147359,12167.22379,7.911101909550724,32,1.5354225273028423
random_n16_05,random,16,spectrum,2,16,natural,31903778.414,40332.7425,791.0143579747894,95702.63848,10977.014598,8.718457794292895,32,24.71919868671217
random_n16_06,random,16,max,6,16,high,9037.219333333334,209.179,43.203282037553166,71.226148,13.687096,5.203890438117771,16,2.700205127347073
random_n16_06,random,16,max,110,16,natural,9005.210372727273,2.1716363636363636,4146.739538680509,1007.482128,12.732162,79.1289121203453,16,259.1712211675318
random_n16_06,random,16,min,2,16,static,32183146.865,5838.6795,5512.0591676593995,96541.477881,26.148192,3692.0899877513516,4096.0,1.3457175702293456
random_n16_06,random,16,spectrum,2,16,high,32332915.1875,654135.503,49.42846709774137,97023.976417,12126.226926,8.001167800098614,32,1.5446395968044178
random_n16_06,random,16,spectrum,2,16,natural,32017746.0545,48163.0165,664.7786700507016,96083.444492,10947.317726,8.776893746657299,32,20.774333439084426
random_n16_07,random,16,max,6,16,high,9007.462666666666,180.19966666666664,49.98601181282245,71.2492,13.625588,5.229073416868322,16,3.124125738301403
random_n16_07,random,16,max,110,16,natural,9011.595972727273,12.493772727272727,721.2870098922009,1008.279961,13.783868,73.14927573305258,16,45.080438118262556
random_n16_07,random,16,min,2,16,static,31973974.2375,6020.4545,5310.890438172069,95960.673831,26.789907,3581.9711442447333,4096.0,1.2966041108818527
random_n16_07,random,16,spectrum,2,16,high,31947751.0215,652854.4855,48.935485213113395,95955.610148,12152.133259,7.896194692971644,32,1.5292339129097936
random_n16_07,random,16,spectrum,2,16,natural,32096207.775,155220.322,206.7783867566001,96269.533837,11204.670871,8.591910904421603,32,6.461824586143753
random_n16_08,random,16,max,6,16,high,9018.958,190.0855,47.44684891798691,71.261871,13.524062,5.269265328715588,16,2.965428057374182
random_n16_08,random,16,max,110,16,natural,9008.893318181817,8.110427272727273,1110.7791260857234,1008.141633,13.455867,74.92208662585621,16,69.42369538035771
random_n16_08,random,16,min,2,16,static,31993261.8065,5947.4005,5379.3689875938235,96011.632411,26.398047,3637.073318757255,4096.0,1.3133225067367733
random_n16_08,random,16,spectrum,2,16,high,32100203.61,657420.9655,48.82747173355851,96314.919341,12212.868645,7.886346946049545,32,1.5258584916737035
random_n16_08,random,16,spectrum,2,16,natural,31914068.9935,158523.122,201.32122425333006,95768.836219,11206.31017,8.545974077656641,32,6.291288257916564
random_n16_09,random,16,max,6,16,high,9007.679666666667,189.16533333333334,47.618025501501336,71.065476,13.489358,5.268262284980501,16,2.9761265938438335
random_n16_09,random,16,max,110,16,natural,9008.8761,6.476045454545455,1391.107607757259,1008.240836,13.289101,75.86975492172118,16,86.94422548482869
random_n16_09,random,16,min,2,16,static,32064481.918,6195.784,5175.2097745822,96188.187685,27.15711,3541.9154573148617,4096.0,1.2634789488726075
random_n16_09,random,16,spectrum,2,16,high,32054280.561,655190.8155,48.923580432882304,96172.940063,12124.052644,7.932408649726085,32,1.528861888527572
random_n16_09,random,16,spectrum,2,16,natural,31947543.105,117395.4485,272.1361306013495,95831.519091,11096.697092,8.636039922193453,32,8.504254081292173
